300 0.874997 1.17038 0.236655 1.0873 0.108827
300.7 0.875448 1.16456 0.233706 1.08452 0.107747
301.4 0.875896 1.15833 0.230619 1.08152 0.106618
302.1 0.876347 1.15168 0.227364 1.07833 0.105424
302.8 0.876811 1.14467 0.22391 1.07495 0.104149
303.5 0.877298 1.13734 0.220229 1.0714 0.102776
304.2 0.877814 1.12975 0.216301 1.06771 0.101292
304.9 0.878367 1.12195 0.212112 1.0639 0.099686
305.6 0.878962 1.11399 0.207654 1.05999 0.0979506
306.3 0.879602 1.10593 0.202928 1.05601 0.0960824
307 0.880289 1.09783 0.197946 1.05199 0.0940821
307.7 0.881021 1.08974 0.192728 1.04795 0.091955
308.4 0.881797 1.08173 0.187304 1.04392 0.0897119
309.1 0.88261 1.07384 0.181716 1.03994 0.0873685
309.8 0.883452 1.06612 0.176013 1.03602 0.0849465
310.5 0.884314 1.05863 0.170256 1.0322 0.0824728
311.2 0.885181 1.05139 0.164516 1.02849 0.0799793
311.9 0.886037 1.04439 0.158855 1.02489 0.0774984
312.6 0.886862 1.03756 0.153327 1.02137 0.0750592
313.3 0.887638 1.03082 0.147977 1.01789 0.072688
314 0.888348 1.0241 0.142847 1.01443 0.0704077
314.7 0.888973 1.01731 0.137968 1.01092 0.0682386
315.4 0.889499 1.01035 0.133369 1.00734 0.0661987
316.1 0.889906 1.00313 0.129073 1.00363 0.0643034
316.8 0.890179 0.99555 0.1251 0.999732 0.0625668
317.5 0.890297 0.987494 0.121467 0.995598 0.0610021
318.2 0.890241 0.978842 0.118189 0.991159 0.0596217
318.9 0.889986 0.969461 0.115281 0.986345 0.0584387
319.6 0.889504 0.959205 0.112759 0.981075 0.0574672
320.3 0.88876 0.947906 0.11064 0.975256 0.0567235
321 0.887717 0.935396 0.108938 0.968792 0.0562238
321.7 0.886351 0.921607 0.107639 0.961634 0.0559669
322.4 0.884639 0.906509 0.106725 0.95375 0.0559501
323.1 0.882554 0.890074 0.106184 0.945108 0.0561757
323.8 0.880061 0.872276 0.106014 0.935674 0.0566512
324.5 0.877117 0.853098 0.106219 0.925414 0.0573901
325.2 0.873674 0.832533 0.106811 0.9143 0.0584115
325.9 0.869675 0.81059 0.10781 0.902307 0.0597411
326.6 0.865058 0.7873 0.109242 0.889422 0.0614116
327.3 0.859756 0.762722 0.111142 0.875642 0.0634631
328 0.853701 0.736955 0.113553 0.86099 0.0659433
328.7 0.846825 0.710141 0.116523 0.845511 0.0689071
329.4 0.839075 0.682482 0.120107 0.829292 0.0724152
330.1 0.830417 0.654246 0.124358 0.812467 0.0765309
330.8 0.820852 0.625779 0.129329 0.79523 0.0813151
331.5 0.810443 0.597515 0.135062 0.777851 0.0868174
332.2 0.799296 0.569891 0.141589 0.760627 0.0930738
332.9 0.787453 0.543041 0.148946 0.743686 0.10014
333.6 0.774938 0.516983 0.157162 0.727092 0.108076
334.3 0.761775 0.491705 0.166255 0.7109 0.116933
335 0.747988 0.467156 0.176233 0.695143 0.12676
335.7 0.733591 0.443247 0.187097 0.679839 0.137604
336.4 0.718589 0.419848 0.198847 0.664983 0.149513
337.1 0.702965 0.396789 0.211481 0.650545 0.162542
337.8 0.686677 0.373856 0.225008 0.636475 0.176761
338.5 0.669655 0.35079 0.239447 0.6227 0.192265
339.2 0.651792 0.327286 0.254835 0.609132 0.209179
339.9 0.632949 0.302987 0.271237 0.595669 0.227674
340.6 0.612953 0.277477 0.288746 0.58221 0.247974
341.3 0.591609 0.250277 0.3075 0.568663 0.270371
342 0.568709 0.220826 0.327685 0.554965 0.29523
342.7 0.544063 0.188466 0.349556 0.541106 0.323001
343.4 0.517689 0.152637 0.373423 0.527281 0.354102
344.1 0.490016 0.113074 0.399629 0.514 0.388744
344.8 0.461643 0.0695173 0.428567 0.50184 0.426996
345.5 0.433253 0.0216779 0.460701 0.49137 0.468792
346.2 0.40552 -0.0307631 0.496575 0.483096 0.513951
346.9 0.379019 -0.0881521 0.536839 0.477429 0.562219
347.6 0.354172 -0.150858 0.582267 0.474676 0.613331
348.3 0.331237 -0.219267 0.633791 0.475069 0.667051
349 0.310326 -0.293763 0.692531 0.478799 0.723196
349.7 0.291447 -0.374712 0.759847 0.486058 0.781642
350.4 0.274536 -0.46242 0.837382 0.49707 0.842318
351.1 0.259493 -0.557084 0.927132 0.512125 0.905183
351.8 0.246205 -0.658702 1.03151 0.531596 0.970204
352.5 0.234558 -0.766953 1.15343 0.555964 1.03733
353.2 0.224451 -0.88101 1.29637 0.585829 1.10644
353.9 0.215801 -0.999278 1.4644 0.621926 1.17731
354.6 0.208545 -1.11905 1.66224 0.665123 1.24957
355.3 0.202614 -1.23642 1.89554 0.716492 1.32279
356 0.197946 -1.34574 2.17115 0.777384 1.39645
356.7 0.194542 -1.43826 2.4966 0.849408 1.46961
357.4 0.192475 -1.50084 2.87934 0.934392 1.54076
358.1 0.191911 -1.51436 3.32513 1.03426 1.6075
358.8 0.193139 -1.45231 3.83488 1.15073 1.66628
359.5 0.196606 -1.28072 4.3994 1.28478 1.71213
360.2 0.202956 -0.961399 4.99223 1.43572 1.73859
360.9 0.213032 -0.461656 5.5627 1.60003 1.73831
361.6 0.227822 0.228427 6.03534 1.77032 1.70459
362.3 0.248273 1.07649 6.3241 1.9354 1.6338
363 0.274971 2.00113 6.36299 2.08223 1.52793
363.7 0.307792 2.89182 6.13796 2.19965 1.39522
364.4 0.345739 3.64904 5.69523 2.28178 1.24798
365.1 0.38711 4.21704 5.11823 2.32903 1.09879
365.8 0.429935 4.58953 4.49264 2.34648 0.957313
366.5 0.472417 4.79362 3.88275 2.3412 0.829222
367.2 0.5132 4.86927 3.32577 2.32012 0.716723
367.9 0.551427 4.85527 2.83707 2.28896 0.619729
368.6 0.586653 4.78307 2.41847 2.25198 0.536966
369.3 0.618699 4.67584 2.06521 2.21218 0.466783
370 0.647595 4.54979 1.76948 2.17158 0.407417
370.7 0.673502 4.4157 1.52272 2.1315 0.357196
371.4 0.696653 4.28048 1.31686 2.09272 0.31463
372.1 0.717306 4.14834 1.1448 2.05569 0.278447
372.8 0.735722 4.02171 1.00055 2.02065 0.247581
373.5 0.75215 3.90188 0.879139 1.98766 0.221149
374.2 0.766819 3.7894 0.776534 1.95672 0.198427
374.9 0.779933 3.68434 0.689442 1.92777 0.178818
375.6 0.791676 3.58653 0.615198 1.90072 0.161833
376.3 0.802209 3.49564 0.551639 1.87544 0.147069
377 0.811673 3.41125 0.497008 1.85183 0.134194
377.7 0.820192 3.33292 0.449872 1.82976 0.122932
378.4 0.827874 3.26018 0.409059 1.80913 0.113054
379.1 0.834813 3.19261 0.373606 1.78983 0.104369
379.8 0.84109 3.12978 0.342717 1.77176 0.0967165
380.5 0.846779 3.07131 0.315734 1.75482 0.0899617
381.2 0.851941 3.01684 0.292107 1.73894 0.0839901
381.9 0.856633 2.96604 0.271375 1.72402 0.0787044
382.6 0.860908 2.91857 0.253118 1.70999 0.0740117
383.3 0.864817 2.87411 0.23696 1.69676 0.0698272
384 0.868404 2.83236 0.222591 1.68426 0.0660797
384.7 0.871708 2.79306 0.209753 1.67242 0.0627094
385.4 0.874759 2.75599 0.198232 1.66119 0.0596658
386.1 0.877586 2.72093 0.187847 1.65051 0.056906
