# Z_nm	Fit_totale_conteggi	Gauss1_conteggi	Gauss2_conteggi
0.000000	8.225940	5.556302	2.669638
0.017372	8.508495	5.776002	2.732493
0.034745	8.800309	6.003628	2.796681
0.052117	9.101659	6.239432	2.862227
0.069490	9.412831	6.483675	2.929156
0.086862	9.734117	6.736623	2.997494
0.104234	10.065817	6.998552	3.067265
0.121607	10.408238	7.269742	3.138496
0.138979	10.761695	7.550482	3.211213
0.156352	11.126511	7.841068	3.285443
0.173724	11.503017	8.141804	3.361213
0.191096	11.891553	8.453002	3.438551
0.208469	12.292464	8.774980	3.517484
0.225841	12.706107	9.108067	3.598040
0.243214	13.132846	9.452597	3.680249
0.260586	13.573054	9.808915	3.764139
0.277958	14.027113	10.177373	3.849740
0.295331	14.495412	10.558331	3.937082
0.312703	14.978353	10.952159	4.026194
0.330075	15.476342	11.359234	4.117108
0.347448	15.989800	11.779945	4.209855
0.364820	16.519153	12.214687	4.304465
0.382193	17.064838	12.663867	4.400972
0.399565	17.627304	13.127897	4.499407
0.416937	18.207006	13.607204	4.599802
0.434310	18.804412	14.102220	4.702192
0.451682	19.419999	14.613390	4.806609
0.469055	20.054255	15.141167	4.913088
0.486427	20.707676	15.686013	5.021663
0.503799	21.380772	16.248403	5.132369
0.521172	22.074061	16.828820	5.245241
0.538544	22.788074	17.427759	5.360315
0.555917	23.523349	18.045723	5.477626
0.573289	24.280440	18.683228	5.597212
0.590661	25.059909	19.340799	5.719110
0.608034	25.862330	20.018973	5.843356
0.625406	26.688287	20.718297	5.969990
0.642779	27.538377	21.439329	6.099048
0.660151	28.413209	22.182639	6.230570
0.677523	29.313402	22.948806	6.364596
0.694896	30.239587	23.738423	6.501164
0.712268	31.192408	24.552093	6.640315
0.729641	32.172519	25.390429	6.782090
0.747013	33.180587	26.254059	6.926529
0.764385	34.217292	27.143618	7.073674
0.781758	35.283323	28.059756	7.223567
0.799130	36.379384	29.003134	7.376250
0.816503	37.506190	29.974424	7.531766
0.833875	38.664469	30.974310	7.690159
0.851247	39.854959	32.003488	7.851472
0.868620	41.078414	33.062665	8.015749
0.885992	42.335596	34.152562	8.183035
0.903364	43.627284	35.273909	8.353375
0.920737	44.954264	36.427450	8.526814
0.938109	46.317340	37.613940	8.703400
0.955482	47.717324	38.834147	8.883177
0.972854	49.155043	40.088849	9.066194
0.990226	50.631334	41.378837	9.252496
1.007599	52.147048	42.704914	9.442134
1.024971	53.703048	44.067895	9.635153
1.042344	55.300209	45.468605	9.831604
1.059716	56.939419	46.907884	10.031535
1.077088	58.621576	48.386579	10.234997
