# Z_nm	Fit_totale_conteggi	Gauss1_conteggi	Gauss2_conteggi
4.021660	27.947649	0.490802	27.456847
4.057250	28.298992	0.530262	27.768730
4.092839	28.656063	0.572700	28.083363
4.128429	29.019084	0.618323	28.400761
4.164019	29.388288	0.667353	28.720935
4.199609	29.763924	0.720025	29.043899
4.235199	30.146255	0.776589	29.369666
4.270789	30.535561	0.837311	29.698250
4.306379	30.932135	0.902473	30.029662
4.341969	31.336290	0.972375	30.363916
4.377559	31.748357	1.047333	30.701024
4.413149	32.168684	1.127685	31.040999
4.448739	32.597641	1.213787	31.383854
4.484328	33.035619	1.306018	31.729600
4.519918	33.483029	1.404779	32.078251
4.555508	33.940309	1.510491	32.429817
4.591098	34.407917	1.623605	32.784312
4.626688	34.886341	1.744595	33.141746
4.662278	35.376093	1.873961	33.502133
4.697868	35.877715	2.012233	33.865482
4.733458	36.391778	2.159971	34.231807
4.769048	36.918883	2.317765	34.601118
4.804638	37.459665	2.486238	34.973427
4.840228	38.014792	2.666048	35.348744
4.875817	38.584968	2.857886	35.727081
4.911407	39.170933	3.062484	36.108449
4.946997	39.773468	3.280609	36.492858
4.982587	40.393392	3.513072	36.880320
5.018177	41.031567	3.760724	37.270843
5.053767	41.688900	4.024461	37.664439
5.089357	42.366342	4.305225	38.061118
5.124947	43.064894	4.604005	38.460889
5.160537	43.785604	4.921841	38.863763
5.196127	44.529573	5.259824	39.269750
5.231717	45.297956	5.619099	39.678857
5.267306	46.091963	6.000867	40.091096
5.302896	46.912862	6.406388	40.506475
5.338486	47.761982	6.836979	40.925003
5.374076	48.640712	7.294023	41.346689
5.409666	49.550507	7.778965	41.771541
5.445256	50.492888	8.293320	42.199568
5.480846	51.469447	8.838668	42.630779
5.516436	52.481845	9.416665	43.065181
5.552026	53.531818	10.029037	43.502782
5.587616	54.621178	10.677589	43.943589
5.623206	55.751815	11.364203	44.387612
5.658795	56.925700	12.090845	44.834855
5.694385	58.144889	12.859561	45.285328
5.729975	59.411523	13.672486	45.739036
5.765565	60.727830	14.531843	46.195987
5.801155	62.096131	15.439945	46.656186
5.836745	63.518839	16.399199	47.119640
5.872335	64.998465	17.412109	47.586356
5.907925	66.537615	18.481277	48.056338
5.943515	68.138998	19.609404	48.529594
5.979105	69.805425	20.799298	49.006127
6.014694	71.539813	22.053870	49.485943
6.050284	73.345187	23.376139	49.969047
6.085874	75.224680	24.769236	50.455444
6.121464	77.181541	26.236402	50.945139
6.157054	79.219130	27.780995	51.438135
6.192644	81.340924	29.406488	51.934436
6.228234	83.550521	31.116474	52.434047
6.263824	85.851635	32.914665	52.936970
6.299414	88.248106	34.804896	53.443210
6.335004	90.743896	36.791128	53.952768
6.370594	93.343092	38.877444	54.465649
6.406183	96.049910	41.068056	54.981853
6.441773	98.868690	43.367306	55.501385
6.477363	101.803907	45.779662	56.024244
6.512953	104.860160	48.309726	56.550434
6.548543	108.042185	50.962229	57.079956
6.584133	111.354844	53.742034	57.612810
6.619723	114.803136	56.654137	58.148999
6.655313	118.392189	59.703667	58.688521
6.690903	122.127264	62.895885	59.231379
6.726493	126.013756	66.236185	59.777571
6.762083	130.057189	69.730091	60.327098
6.797672	134.263219	73.383259	60.879959
6.833262	138.637631	77.201478	61.436154
6.868852	143.186341	81.190661	61.995680
6.904442	147.915389	85.356851	62.558538
6.940032	152.830942	89.706217	63.124725
6.975622	157.939289	94.245049	63.694239
7.011212	163.246839	98.979760	64.267078
7.046802	168.760119	103.916879	64.843240
7.082392	174.485772	109.063051	65.422721
7.117982	180.430549	114.425030	66.005519
7.153572	186.601309	120.009679	66.591630
7.189161	193.005014	125.823964	67.181050
7.224751	199.648721	131.874947	67.773774
7.260341	206.539584	138.169784	68.369800
7.295931	213.684841	144.715720	68.969121
7.331521	221.091811	151.520078	69.571733
7.367111	228.767890	158.590259	70.177631
7.402701	236.720539	165.933732	70.786808
7.438291	244.957283	173.558024	71.399258
7.473881	253.485696	181.470720	72.014976
7.509471	262.313402	189.679447	72.633954
7.545061	271.448056	198.191870	73.256186
7.580650	280.897345	207.015680	73.881664
7.616240	290.668969	216.158589	74.510380
7.651830	300.770641	225.628314	75.142327
7.687420	311.210067	235.432572	75.777495
7.723010	321.994942	245.579066	76.415876
7.758600	333.132936	256.075474	77.057462
7.794190	344.631682	266.929441	77.702242
7.829780	356.498765	278.148559	78.350206
7.865370	368.741708	289.740362	79.001346
7.900960	381.367960	301.712311	79.655649
7.936550	394.384881	314.071776	80.313105
7.972139	407.799733	326.826029	80.973704
8.007729	421.619657	339.982224	81.637433
8.043319	435.851667	353.547387	82.304280
8.078909	450.502630	367.528396	82.974234
8.114499	465.579253	381.931972	83.647281
8.150089	481.088064	396.764656	84.323408
8.185679	497.035401	412.032798	85.002603
8.221269	513.427391	427.742541	85.684850
8.256859	530.269937	443.899800	86.370137
8.292449	547.568698	460.510250	87.058449
8.328039	565.329075	477.579305	87.749770
8.363628	583.556192	495.112106	88.444085
8.399218	602.254877	513.113497	89.141380
8.434808	621.429650	531.588013	89.841637
8.470398	641.084699	550.539859	90.544841
8.505988	661.223867	569.972893	91.250974
8.541578	681.850631	589.890611	91.960020
8.577168	702.968087	610.296126	92.671961
8.612758	724.578930	631.192152	93.386778
8.648348	746.685438	652.580983	94.104455
8.683938	769.289455	674.464483	94.824971
8.719528	792.392370	696.844061	95.548309
8.755117	815.995107	719.720659	96.274448
8.790707	840.098099	743.094730	97.003369
8.826297	864.701280	766.966229	97.735051
8.861887	889.804063	791.334589	98.469475
8.897477	915.405326	816.198709	99.206618
8.933067	941.503398	841.556938	99.946459
8.968657	968.096040	867.407062	100.688978
9.004247	995.180436	893.746286	101.434151
9.039837	1022.753175	920.571220	102.181955
9.075427	1050.810239	947.877870	102.932369
9.111017	1079.346990	975.661621	103.685369
9.146606	1108.358158	1003.917227	104.440931
9.182196	1137.837830	1032.638800	105.199030
9.217786	1167.779441	1061.819798	105.959643
9.253376	1198.175760	1091.453016	106.722744
9.288966	1229.018888	1121.530579	107.488309
9.324556	1260.300242	1152.043931	108.256311
9.360146	1292.010556	1182.983831	109.026724
9.395736	1324.139869	1214.340346	109.799523
9.431326	1356.677524	1246.102844	110.574679
9.466916	1389.612162	1278.259995	111.352167
9.502506	1422.931722	1310.799765	112.131957
9.538095	1456.623435	1343.709412	112.914023
9.573685	1490.673829	1376.975493	113.698336
9.609275	1525.068725	1410.583859	114.484866
9.644865	1559.793243	1444.519658	115.273586
9.680455	1594.831803	1478.767338	116.064464
9.716045	1630.168129	1513.310657	116.857472
9.751635	1665.785258	1548.132680	117.652579
9.787225	1701.665547	1583.215793	118.449754
9.822815	1737.790676	1618.541711	119.248966
9.858405	1774.141666	1654.091483	120.050183
9.893994	1810.698885	1689.845511	120.853374
9.929584	1847.442062	1725.783555	121.658507
9.965174	1884.350303	1761.884754	122.465548
10.000764	1921.402102	1798.127637	123.274465
10.036354	1958.575365	1834.490140	124.085225
10.071944	1995.847420	1870.949627	124.897793
10.107534	2033.195043	1907.482907	125.712135
10.143124	2070.594475	1944.066258	126.528217
10.178714	2108.021448	1980.675443	127.346005
10.214304	2145.451203	2017.285742	128.165461
10.249894	2182.858523	2053.871971	128.986552
10.285483	2220.217750	2090.408508	129.809241
10.321073	2257.502819	2126.869327	130.633492
10.356663	2294.687283	2163.228016	131.459268
10.392253	2331.744346	2199.457815	132.286531
10.427843	2368.646890	2235.531646	133.115245
10.463433	2405.367510	2271.422139	133.945371
10.499023	2441.878545	2307.101673	134.776872
10.534613	2478.152112	2342.542404	135.609708
10.570203	2514.160143	2377.716301	136.443842
10.605793	2549.874417	2412.595185	137.279233
10.641383	2585.266601	2447.150759	138.115842
10.676972	2620.308282	2481.354653	138.953630
10.712562	2654.971010	2515.178455	139.792555
10.748152	2689.226332	2548.593754	140.632578
10.783742	2723.045835	2581.572178	141.473657
10.819332	2756.401183	2614.085432	142.315751
10.854922	2789.264156	2646.105337	143.158819
10.890512	2821.606694	2677.603876	144.002819
10.926102	2853.400934	2708.553226	144.847707
10.961692	2884.619250	2738.925807	145.693443
10.997282	2915.234297	2768.694315	146.539982
11.032872	2945.219050	2797.831768	147.387282
11.068461	2974.546843	2826.311544	148.235298
11.104051	3003.191411	2854.107423	149.083988
11.139641	3031.126930	2881.193623	149.933307
11.175231	3058.328055	2907.544845	150.783210
11.210821	3084.769963	2933.136310	151.633653
11.246411	3110.428386	2957.943795	152.484591
11.282001	3135.279655	2981.943678	153.335978
11.317591	3159.300734	3005.112965	154.187768
11.353181	3182.469256	3027.429339	155.039917
11.388771	3204.763562	3048.871185	155.892376
11.424361	3226.162732	3069.417631	156.745101
11.459950	3246.646623	3089.048580	157.598043
11.495540	3266.195899	3107.744742	158.451157
11.531130	3284.792062	3125.487668	159.304394
11.566720	3302.417485	3142.259777	160.157708
11.602310	3319.055438	3158.044388	161.011049
11.637900	3334.690117	3172.825746	161.864371
11.673490	3349.306673	3186.589048	162.717624
11.709080	3362.891230	3199.320470	163.570761
11.744670	3375.430916	3211.007185	164.423731
11.780260	3386.913879	3221.637392	165.276487
11.815850	3397.329308	3231.200329	166.128978
11.851439	3406.667452	3239.686296	166.981156
11.887029	3414.919636	3247.086667	167.832970
11.922619	3422.078278	3253.393908	168.684370
11.958209	3428.136897	3258.601591	169.535306
11.993799	3433.090127	3262.704399	170.385728
12.029389	3436.933725	3265.698141	171.235584
12.064979	3439.664581	3267.579756	172.084825
12.100569	3441.280717	3268.347319	172.933398
12.136159	3441.781299	3268.000045	173.781253
12.171749	3441.166628	3266.538290	174.628339
12.207339	3439.438150	3263.963548	175.474602
12.242928	3436.598446	3260.278453	176.319992
12.278518	3432.651228	3255.486771	177.164457
12.314108	3427.601338	3249.593394	178.007944
12.349698	3421.454735	3242.604334	178.850401
12.385288	3414.218484	3234.526708	179.691776
12.420878	3405.900748	3225.368733	180.532015
12.456468	3396.510772	3215.139705	181.371067
12.492058	3386.058866	3203.849989	182.208877
12.527648	3374.556389	3191.510995	183.045394
12.563238	3362.015729	3178.135167	183.880563
12.598828	3348.450285	3163.735954	184.714331
12.634417	3333.874439	3148.327794	185.546645
12.670007	3318.303537	3131.926085	186.377451
12.705597	3301.753860	3114.547164	187.206696
12.741187	3284.242599	3096.208274	188.034325
12.776777	3265.787826	3076.927542	188.860285
12.812367	3246.408464	3056.723943	189.684521
12.847957	3226.124254	3035.617274	190.506980
12.883547	3204.955726	3013.628119	191.327607
12.919137	3182.924165	2990.777816	192.146348
12.954727	3160.051572	2967.088423	192.963149
12.990317	3136.360637	2942.582682	193.777955
13.025906	3111.874695	2917.283983	194.590712
13.061496	3086.617691	2891.216327	195.401364
13.097086	3060.614145	2864.404287	196.209858
13.132676	3033.889111	2836.872972	197.016140
13.168266	3006.468138	2808.647985	197.820153
13.203856	2978.377230	2779.755386	198.621843
13.239446	2949.642808	2750.221651	199.421157
13.275036	2920.291668	2720.073630	200.218038
13.310626	2890.350943	2689.338511	201.012433
13.346216	2859.848060	2658.043774	201.804286
13.381806	2828.810698	2626.217155	202.593543
13.417395	2797.266753	2593.886605	203.380148
13.452985	2765.244292	2561.080244	204.164048
13.488575	2732.771515	2527.826328	204.945187
13.524165	2699.876716	2494.153206	205.723511
13.559755	2666.588243	2460.089278	206.498964
13.595345	2632.934454	2425.662961	207.271493
13.630935	2598.943688	2390.902645	208.041043
13.666525	2564.644218	2355.836659	208.807559
13.702115	2530.064216	2320.493230	209.570986
13.737705	2495.231721	2284.900450	210.331271
13.773294	2460.174594	2249.086236	211.088358
13.808884	2424.920494	2213.078300	211.842194
13.844474	2389.496832	2176.904108	212.592724
13.880064	2353.930747	2140.590852	213.339894
13.915654	2318.249069	2104.165418	214.083651
13.951244	2282.478290	2067.654351	214.823939
13.986834	2246.644531	2031.083825	215.560706
14.022424	2210.773517	1994.479620	216.293898
14.058014	2174.890546	1957.867086	217.023460
14.093604	2139.020462	1921.271122	217.749340
14.129194	2103.187634	1884.716150	218.471484
14.164783	2067.415928	1848.226089	219.189839
14.200373	2031.728684	1811.824332	219.904352
14.235963	1996.148697	1775.533727	220.614970
14.271553	1960.698196	1739.376556	221.321641
14.307143	1925.398825	1703.374515	222.024311
14.342733	1890.271626	1667.548698	222.722928
14.378323	1855.337020	1631.919580	223.417440
14.413913	1820.614798	1596.507003	224.107796
14.449503	1786.124105	1561.330163	224.793942
14.485093	1751.883426	1526.407598	225.475828
14.520683	1717.910577	1491.757176	226.153402
14.556272	1684.222700	1457.396087	226.826613
14.591862	1650.836247	1423.340838	227.495409
14.627452	1617.766981	1389.607240	228.159740
14.663042	1585.029966	1356.210410	228.819556
14.698632	1552.639567	1323.164761	229.474806
14.734222	1520.609445	1290.484005	230.125440
14.769812	1488.952554	1258.181146	230.771407
14.805402	1457.681145	1226.268486	231.412659
14.840992	1426.806766	1194.757619	232.049147
14.876582	1396.340262	1163.659442	232.680820
14.912172	1366.291779	1132.984148	233.307631
14.947761	1336.670771	1102.741241	233.929530
14.983351	1307.486003	1072.939533	234.546470
15.018941	1278.745557	1043.587155	235.158403
15.054531	1250.456844	1014.691564	235.765280
15.090121	1222.626606	986.259551	236.367055
15.125711	1195.260929	958.297248	236.963681
15.161301	1168.365255	930.810144	237.555111
15.196891	1141.944387	903.803089	238.141298
15.232481	1116.002507	877.280311	238.722196
15.268071	1090.543185	851.245425	239.297761
15.303661	1065.569393	825.701448	239.867945
15.339250	1041.083518	800.650813	240.432705
15.374840	1017.087377	776.095381	240.991996
15.410430	993.582232	752.036459	241.545773
15.446020	970.568805	728.474813	242.093993
15.481610	948.047293	705.410682	242.636611
15.517200	926.017385	682.843801	243.173585
15.552790	904.478279	660.773408	243.704871
15.588380	883.428697	639.198269	244.230428
15.623970	862.866904	618.116691	244.750214
15.659560	842.790724	597.526538	245.264186
15.695150	823.197556	577.425253	245.772303
15.730739	804.084397	557.809871	246.274525
15.766329	785.447851	538.677040	246.770811
15.801919	767.284157	520.023035	247.261122
15.837509	749.589197	501.843780	247.745417
15.873099	732.358519	484.134862	248.223657
15.908689	715.587356	466.891551	248.695805
15.944279	699.270638	450.108817	249.161821
15.979869	683.403015	433.781347	249.621667
16.015459	667.978870	417.903563	250.075307
16.051049	652.992339	402.469636	250.522704
16.086639	638.437329	387.473509	250.963820
16.122228	624.307528	372.908907	251.398621
16.157818	610.596430	358.769360	251.827070
16.193408	597.297345	345.048213	252.249133
16.228998	584.403418	331.738644	252.664774
16.264588	571.907644	318.833683	253.073961
16.300178	559.802880	306.326221	253.476659
16.335768	548.081866	294.209031	253.872835
16.371358	536.737233	282.474775	254.262458
16.406948	525.761520	271.116027	254.645494
16.442538	515.147190	260.125278	255.021912
16.478128	504.886638	249.494957	255.391681
16.513717	494.972208	239.217437	255.754771
16.549307	485.396203	229.285051	256.111151
16.584897	476.150898	219.690105	256.460793
16.620487	467.228552	210.424886	256.803666
16.656077	458.621418	201.481674	257.139744
16.691667	450.321753	192.852755	257.468998
16.727257	442.321829	184.530429	257.791400
16.762847	434.613944	176.507020	258.106924
16.798437	427.190429	168.774886	258.415543
16.834027	420.043657	161.326425	258.717232
16.869617	413.166053	154.154087	259.011967
16.905206	406.550101	147.250380	259.299721
16.940796	400.188349	140.607877	259.580471
16.976386	394.073420	134.219225	259.854195
17.011976	388.198016	128.077148	260.120868
17.047566	382.554926	122.174457	260.380469
17.083156	377.137029	116.504053	260.632976
17.118746	371.937301	111.058934	260.878367
17.154336	366.948820	105.832197	261.116623
17.189926	362.164770	100.817046	261.347723
17.225516	357.578444	96.006796	261.571648
17.261106	353.183251	91.394872	261.788380
17.296695	348.972716	86.974818	261.997899
17.332285	344.940485	82.740297	262.200188
17.367875	341.080325	78.685094	262.395230
17.403465	337.386130	74.803120	262.583010
17.439055	333.851921	71.088410	262.763511
17.474645	330.471847	67.535130	262.936717
17.510235	327.240188	64.137573	263.102615
17.545825	324.151355	60.890165	263.261190
17.581415	321.199893	57.787463	263.412429
17.617005	318.380476	54.824156	263.556320
17.652594	315.687915	51.995065	263.692849
17.688184	313.117152	49.295145	263.822007
17.723774	310.663262	46.719482	263.943780
17.759364	308.321455	44.263294	264.058161
17.794954	306.087070	41.921932	264.165138
17.830544	303.955580	39.690877	264.264702
17.866134	301.922587	37.565741	264.356847
17.901724	299.983824	35.542262	264.441562
17.937314	298.135150	33.616308	264.518842
17.972904	296.372552	31.783872	264.588680
18.008494	294.692143	30.041074	264.651069
18.044083	293.090159	28.384153	264.706006
18.079673	291.562957	26.809473	264.753484
18.115263	290.107016	25.313516	264.793500
18.150853	288.718931	23.892880	264.826051
18.186443	287.395414	22.544281	264.851133
18.222033	286.133292	21.264546	264.868746
18.257623	284.929501	20.050614	264.878886
18.293213	283.781089	18.899535	264.881554
18.328803	282.685210	17.808461	264.876749
18.364393	281.639123	16.774651	264.864472
18.399983	280.640190	15.795467	264.844723
18.435572	279.685871	14.868367	264.817504
18.471162	278.773727	13.990909	264.782818
18.506752	277.901412	13.160744	264.740668
18.542342	277.066671	12.375615	264.691056
18.577932	276.267343	11.633355	264.633988
18.613522	275.501353	10.931885	264.569468
18.649112	274.766709	10.269208	264.497501
18.684702	274.061505	9.643411	264.418094
18.720292	273.383915	9.052661	264.331254
18.755882	272.732189	8.495202	264.236987
18.791472	272.104653	7.969352	264.135301
18.827061	271.499708	7.473501	264.026206
18.862651	270.915823	7.006112	263.909711
18.898241	270.351538	6.565713	263.785824
18.933831	269.805457	6.150899	263.654558
18.969421	269.276248	5.760327	263.515922
19.005011	268.762644	5.392715	263.369928
19.040601	268.263432	5.046842	263.216590
19.076191	267.777460	4.721541	263.055919
19.111781	267.303631	4.415701	262.887930
19.147371	266.840899	4.128264	262.712636
19.182961	266.388272	3.858220	262.530052
19.218550	265.944805	3.604612	262.340194
19.254140	265.509602	3.366524	262.143077
19.289730	265.081809	3.143091	261.938719
19.325320	264.660621	2.933485	261.727135
19.360910	264.245269	2.736924	261.508345
19.396500	263.835029	2.552663	261.282366
19.432090	263.429212	2.379995	261.049218
19.467680	263.027168	2.218249	260.808919
19.503270	262.628282	2.066791	260.561491
19.538860	262.231970	1.925017	260.306953
19.574450	261.837684	1.792357	260.045327
19.610039	261.444905	1.668270	259.776635
19.645629	261.053144	1.552244	259.500900
19.681219	260.661939	1.443795	259.218144
19.716809	260.270856	1.342464	258.928391
19.752399	259.879485	1.247820	258.631666
19.787989	259.487444	1.159452	258.327992
19.823579	259.094371	1.076975	258.017395
19.859169	258.699926	1.000024	257.699902
19.894759	258.303792	0.928254	257.375537
19.930349	257.905671	0.861342	257.044330
19.965939	257.505285	0.798980	256.706306
20.001528	257.102373	0.740880	256.361493
20.037118	256.696692	0.686771	256.009922
20.072708	256.288016	0.636396	255.651620
20.108298	255.876132	0.589515	255.286617
20.143888	255.460845	0.545902	254.914943
20.179478	255.041972	0.505343	254.536629
20.215068	254.619344	0.467637	254.151706
20.250658	254.192804	0.432598	253.760206
20.286248	253.762209	0.400047	253.362162
20.321838	253.327424	0.369819	252.957605
20.357428	252.888328	0.341759	252.546568
20.393017	252.444807	0.315720	252.129087
20.428607	251.996760	0.291566	251.705194
20.464197	251.544093	0.269168	251.274925
20.499787	251.086720	0.248405	250.838315
20.535377	250.624565	0.229166	250.395399
20.570967	250.157558	0.211345	249.946213
20.606557	249.685638	0.194843	249.490794
20.642147	249.208749	0.179569	249.029180
20.677737	248.726842	0.165435	248.561406
20.713327	248.239875	0.152362	248.087513
20.748917	247.747811	0.140274	247.607537
20.784506	247.250619	0.129101	247.121517
20.820096	246.748272	0.118778	246.629494
20.855686	246.240749	0.109243	246.131506
20.891276	245.728033	0.100439	245.627594
20.926866	245.210111	0.092312	245.117798
20.962456	244.686975	0.084815	244.602160
20.998046	244.158619	0.077900	244.080719
21.033636	243.625044	0.071524	243.553520
21.069226	243.086250	0.065648	243.020602
21.104816	242.542243	0.060234	242.482010
21.140406	241.993032	0.055247	241.937785
21.175995	241.438628	0.050656	241.387972
21.211585	240.879045	0.046431	240.832614
21.247175	240.314298	0.042544	240.271754
21.282765	239.744407	0.038968	239.705438
21.318355	239.169392	0.035682	239.133711
21.353945	238.589277	0.032661	238.556616
21.389535	238.004086	0.029885	237.974200
21.425125	237.413846	0.027337	237.386509
21.460715	236.818586	0.024997	236.793589
21.496305	236.218335	0.022849	236.195486
21.531894	235.613126	0.020879	235.592247
21.567484	235.002992	0.019073	234.983919
21.603074	234.387966	0.017416	234.370550
21.638664	233.768085	0.015898	233.752186
21.674254	233.143385	0.014508	233.128878
21.709844	232.513906	0.013234	232.500671
21.745434	231.879685	0.012068	231.867616
21.781024	231.240763	0.011002	231.229761
21.816614	230.597181	0.010026	230.587156
21.852204	229.948982	0.009133	229.939848
21.887794	229.296207	0.008317	229.287890
21.923383	228.638901	0.007572	228.631329
21.958973	227.977107	0.006891	227.970217
21.994563	227.310872	0.006269	227.304603
22.030153	226.640240	0.005701	226.634539
22.065743	225.965258	0.005183	225.960076
22.101333	225.285973	0.004710	225.281263
22.136923	224.602433	0.004279	224.598154
22.172513	223.914685	0.003886	223.910798
22.208103	223.222777	0.003528	223.219249
22.243693	222.526759	0.003202	222.523557
22.279283	221.826681	0.002905	221.823776
22.314872	221.122591	0.002635	221.119956
22.350462	220.414541	0.002389	220.412152
22.386052	219.702579	0.002165	219.700414
22.421642	218.986759	0.001962	218.984797
22.457232	218.267130	0.001777	218.265353
22.492822	217.543744	0.001609	217.542135
22.528412	216.816653	0.001456	216.815197
22.564002	216.085908	0.001317	216.084591
22.599592	215.351563	0.001191	215.350372
22.635182	214.613669	0.001077	214.612592
22.670772	213.872280	0.000974	213.871306
22.706361	213.127448	0.000880	213.126568
22.741951	212.379226	0.000795	212.378432
22.777541	211.627668	0.000718	211.626951
22.813131	210.872827	0.000648	210.872179
22.848721	210.114757	0.000584	210.114172
22.884311	209.353510	0.000527	209.352983
22.919901	208.589142	0.000475	208.588667
22.955491	207.821707	0.000428	207.821278
22.991081	207.051257	0.000386	207.050871
23.026671	206.277848	0.000348	206.277500
23.062261	205.501533	0.000313	205.501220
23.097850	204.722367	0.000282	204.722085
23.133440	203.940405	0.000254	203.940151
23.169030	203.155700	0.000228	203.155472
23.204620	202.368308	0.000205	202.368103
23.240210	201.578283	0.000184	201.578098
23.275800	200.785678	0.000166	200.785513
23.311390	199.990550	0.000149	199.990401
23.346980	199.192952	0.000134	199.192819
23.382570	198.392940	0.000120	198.392820
23.418160	197.590567	0.000108	197.590459
23.453750	196.785889	0.000097	196.785792
23.489339	195.978959	0.000087	195.978873
23.524929	195.169833	0.000078	195.169755
23.560519	194.358565	0.000070	194.358496
23.596109	193.545210	0.000062	193.545147
23.631699	192.729821	0.000056	192.729766
23.667289	191.912454	0.000050	191.912404
23.702879	191.093163	0.000045	191.093118
23.738469	190.272002	0.000040	190.271962
23.774059	189.449025	0.000036	189.448989
23.809649	188.624286	0.000032	188.624254
23.845239	187.797840	0.000029	187.797811
23.880828	186.969740	0.000026	186.969715
23.916418	186.140041	0.000023	186.140018
23.952008	185.308795	0.000020	185.308775
23.987598	184.476058	0.000018	184.476040
24.023188	183.641882	0.000016	183.641865
24.058778	182.806320	0.000014	182.806306
24.094368	181.969427	0.000013	181.969414
