255.408 0.967188 1.78329 1.24494 0.522121
256.154 1.00858 1.82792 1.26307 0.520375
256.899 1.0502 1.87149 1.28049 0.518221
257.644 1.0207 1.83575 1.26657 0.518801
258.39 0.980672 1.78698 1.2473 0.519294
259.135 1.00133 1.85899 1.26809 0.527468
259.88 1.04674 1.97191 1.30244 0.535707
260.626 1.06805 1.99017 1.30986 0.533561
261.371 1.07253 1.94838 1.30051 0.525764
262.116 1.08674 1.92842 1.29795 0.519162
262.862 1.11116 1.93242 1.30262 0.514219
263.607 1.12783 1.93421 1.30549 0.510732
264.353 1.12992 1.93194 1.30506 0.509875
265.098 1.1352 1.93812 1.30704 0.509692
265.843 1.15258 1.97557 1.31791 0.511825
266.589 1.16828 2.00559 1.32675 0.513031
267.334 1.16036 1.95381 1.31381 0.506622
268.079 1.15326 1.90179 1.30095 0.49964
268.825 1.16032 2.00267 1.32407 0.514343
269.57 1.17183 2.1119 1.34977 0.528014
270.315 1.19871 2.07227 1.34462 0.516391
271.061 1.22962 2.00035 1.33349 0.49896
271.806 1.2477 1.97549 1.33078 0.491302
272.551 1.25949 1.97196 1.33164 0.488302
273.297 1.27814 1.97804 1.33556 0.485404
274.042 1.30233 1.99178 1.34186 0.48258
274.787 1.31137 2.00304 1.34529 0.482481
275.533 1.29937 2.01115 1.34489 0.486179
276.278 1.29743 2.00457 1.34302 0.485607
277.023 1.32096 1.96156 1.33771 0.47426
277.769 1.3444 1.93406 1.33571 0.465325
278.514 1.36615 1.98893 1.34963 0.469575
279.259 1.38851 2.04136 1.36299 0.47303
280.005 1.39405 2.00224 1.35598 0.466224
280.75 1.40002 1.96326 1.34918 0.459214
281.495 1.40593 1.92066 1.34179 0.451506
282.241 1.41231 1.87774 1.33455 0.443498
282.986 1.42114 1.88013 1.33622 0.442272
283.731 1.43075 1.8972 1.34074 0.443258
284.477 1.43892 1.87071 1.33697 0.437545
285.222 1.44684 1.81785 1.32848 0.42748
285.967 1.46124 1.80037 1.32757 0.42202
286.713 1.48185 1.8197 1.33425 0.421611
287.458 1.49635 1.82838 1.33799 0.420519
288.203 1.4996 1.81794 1.33653 0.41828
288.949 1.50565 1.80396 1.33492 0.414966
289.694 1.5216 1.77759 1.33287 0.407878
290.439 1.5379 1.75367 1.3314 0.401144
291.185 1.55678 1.75316 1.33434 0.397946
291.93 1.57556 1.75263 1.33725 0.394796
292.675 1.57875 1.68593 1.3268 0.382994
293.421 1.58267 1.6162 1.31628 0.370167
294.166 1.58171 1.59237 1.31226 0.366079
294.911 1.5795 1.57866 1.30961 0.363973
295.657 1.58412 1.54618 1.30535 0.357352
296.402 1.59228 1.50526 1.30058 0.348552
297.147 1.60627 1.47006 1.29792 0.339897
297.893 1.62485 1.43968 1.29697 0.331488
298.638 1.62852 1.41383 1.29392 0.326055
299.383 1.61116 1.39378 1.28765 0.324637
300.129 1.59508 1.36588 1.2805 0.321424
300.874 1.58265 1.31829 1.27134 0.313618
301.619 1.57167 1.27326 1.26291 0.305896
302.365 1.56545 1.2448 1.25773 0.300815
303.11 1.55941 1.21596 1.25259 0.29554
303.855 1.55028 1.16718 1.24427 0.286268
304.601 1.54189 1.11814 1.23621 0.276601
305.346 1.50845 1.08033 1.22401 0.272269
306.091 1.47149 1.04324 1.21093 0.268277
306.837 1.43835 0.988728 1.1965 0.259401
307.582 1.4073 0.927363 1.18172 0.248102
308.327 1.37355 0.902261 1.17038 0.245703
309.073 1.3373 0.900853 1.16095 0.249525
309.818 1.30606 0.874117 1.14971 0.24623
310.563 1.28126 0.818821 1.13683 0.234392
311.309 1.25486 0.776437 1.125 0.225778
312.054 1.22397 0.76021 1.11468 0.224605
