255.408 0.853278 2.01851 1.26289 0.589911
256.154 0.894962 2.07474 1.28345 0.588729
256.899 0.937061 2.13006 1.30325 0.587051
257.644 0.90783 2.08469 1.28747 0.587102
258.39 0.868229 2.02324 1.26568 0.586822
259.135 0.882486 2.10818 1.28882 0.59697
259.88 0.919126 2.24391 1.32735 0.607832
260.626 0.941068 2.26764 1.33585 0.605733
261.371 0.952116 2.21973 1.3256 0.596474
262.116 0.971241 2.19834 1.32299 0.588878
262.862 0.99884 2.20599 1.3285 0.583477
263.607 1.01781 2.21003 1.33191 0.579647
264.353 1.02049 2.20736 1.33145 0.578657
265.098 1.02569 2.21491 1.3337 0.578534
265.843 1.04054 2.26033 1.34595 0.581422
266.589 1.0544 2.297 1.35594 0.583174
267.334 1.05247 2.23557 1.34151 0.57534
268.079 1.05131 2.17409 1.32723 0.566876
268.825 1.04541 2.29146 1.35283 0.584547
269.57 1.04261 2.41935 1.38145 0.601218
270.315 1.07966 2.37704 1.3761 0.587768
271.061 1.1259 2.29765 1.36419 0.567473
271.806 1.15035 2.27096 1.36144 0.558657
272.551 1.16447 2.26818 1.36254 0.555284
273.297 1.18524 2.27756 1.36711 0.552151
274.042 1.21142 2.29665 1.37439 0.549198
274.787 1.22027 2.31075 1.37829 0.549225
275.533 1.20501 2.31819 1.37769 0.553415
276.278 1.20358 2.30993 1.37558 0.552687
277.023 1.23694 2.26276 1.37001 0.539569
277.769 1.26794 2.23356 1.36808 0.529331
278.514 1.2857 2.30043 1.38375 0.534715
279.259 1.30433 2.36468 1.39882 0.539181
280.005 1.31625 2.31932 1.39112 0.531152
280.75 1.32854 2.27419 1.38365 0.522905
281.495 1.34112 2.2248 1.37553 0.513852
282.241 1.35414 2.17511 1.3676 0.504471
282.986 1.36404 2.17881 1.36955 0.503141
283.731 1.37293 2.19983 1.37465 0.504431
284.477 1.38584 2.16959 1.37058 0.497793
285.222 1.40174 2.10838 1.36129 0.486042
285.967 1.42067 2.08945 1.36046 0.479804
286.713 1.44232 2.1145 1.36807 0.479578
287.458 1.45812 2.1263 1.37236 0.478469
288.203 1.46311 2.11421 1.37077 0.475871
288.949 1.47182 2.09832 1.36906 0.472045
289.694 1.49368 2.06906 1.36698 0.463916
290.439 1.51561 2.04268 1.36554 0.45621
291.185 1.53776 2.04416 1.36898 0.452674
291.93 1.55981 2.04559 1.3724 0.449189
292.675 1.57124 1.96712 1.3609 0.435428
293.421 1.58352 1.88519 1.34936 0.420523
294.166 1.58481 1.85685 1.34492 0.415756
294.911 1.58353 1.84032 1.34198 0.413284
295.657 1.59224 1.80242 1.33734 0.405641
296.402 1.6059 1.75495 1.3322 0.395515
297.147 1.62573 1.71477 1.32943 0.385621
297.893 1.65043 1.68065 1.32859 0.376057
298.638 1.65706 1.65042 1.32529 0.369812
299.383 1.63834 1.6251 1.31822 0.368032
300.129 1.62185 1.59072 1.3102 0.364198
300.874 1.61135 1.53364 1.30004 0.355115
301.619 1.6022 1.4798 1.29069 0.346157
302.365 1.59715 1.44586 1.28497 0.340279
303.11 1.5923 1.41154 1.27928 0.334186
303.855 1.58532 1.3537 1.2701 0.323504
304.601 1.57908 1.29572 1.26124 0.312395
305.346 1.54269 1.24919 1.24756 0.307227
306.091 1.50219 1.20345 1.23291 0.302431
306.837 1.46729 1.13799 1.21684 0.292114
307.582 1.43512 1.06504 1.20045 0.279089
308.327 1.39762 1.03403 1.18775 0.276158
309.073 1.35594 1.03023 1.17708 0.280259
309.818 1.32157 0.997671 1.16453 0.276329
310.563 1.29619 0.932902 1.15032 0.262796
311.309 1.2682 0.883029 1.13723 0.252919
312.054 1.23375 0.86292 1.12569 0.251415
312.799 1.19347 0.839902 1.11202 0.249662
313.545 1.13102 0.806207 1.09057 0.247238
314.29 1.06914 0.770908 1.06846 0.243949
315.035 1.02264 0.72632 1.04939 0.235695
315.781 0.976097 0.6808 1.02988 0.226594
316.526 0.926242 0.640875 1.00957 0.219062
317.271 0.875954 0.600506 0.988652 0.210883
318.017 0.81474 0.560748 0.963561 0.203427
318.762 0.750344 0.520267 0.936547 0.195346
319.507 0.683853 0.490143 0.908934 0.190622
320.253 0.615775 0.464972 0.880236 0.187478
320.998 0.551635 0.440831 0.852209 0.183963
321.743 0.49101 0.417622 0.824798 0.180097
322.489 0.430936 0.395681 0.79685 0.176324
323.234 0.372076 0.376066 0.76875 0.173093
323.979 0.312549 0.357581 0.739514 0.170101
324.725 0.252331 0.343255 0.709334 0.168859
325.47 0.191197 0.329153 0.677641 0.167592
326.215 0.128072 0.318787 0.644096 0.168246
326.961 0.0641143 0.308146 0.608772 0.168733
327.706 3.57102e-05 0.305073 0.572734 0.173425
328.451 -0.0649097 0.301983 0.534732 0.178422
329.197 -0.124822 0.30329 0.498751 0.185809
329.942 -0.184493 0.305386 0.461651 0.194097
330.687 -0.243565 0.308658 0.423679 0.203582
331.433 -0.302845 0.312447 0.384186 0.214038
332.178 -0.360339 0.321048 0.345159 0.228338
332.923 -0.416708 0.333214 0.306155 0.246044
333.669 -0.472081 0.345156 0.266579 0.264584
334.414 -0.526062 0.356742 0.226741 0.283797
335.159 -0.577942 0.368674 0.187425 0.304098
335.905 -0.624483 0.381035 0.151546 0.324803
336.65 -0.670118 0.39304 0.115444 0.346159
337.395 -0.71008 0.402539 0.0828345 0.364934
338.141 -0.750408 0.412209 0.0491903 0.384905
338.886 -0.791999 0.422297 0.0137069 0.406668
339.631 -0.833937 0.432566 -0.0228919 0.429862
340.377 -0.879207 0.442907 -0.0636613 0.455554
341.122 -0.925185 0.453445 -0.10616 0.483212
341.867 -0.967564 0.462398 -0.146628 0.509341
342.613 -1.00913 0.470995 -0.187394 0.53616
343.358 -1.04279 0.475939 -0.222024 0.556657
344.103 -1.07202 0.478801 -0.253366 0.57352
344.849 -1.10688 0.480752 -0.292415 0.592777
345.594 -1.1474 0.481811 -0.339815 0.614795
346.339 -1.18943 0.484752 -0.38959 0.641147
347.085 -1.23381 0.490953 -0.442094 0.67458
347.83 -1.27878 0.497383 -0.496904 0.710729
348.575 -1.32479 0.504211 -0.554648 0.750393
349.321 -1.37037 0.509637 -0.614714 0.790287
350.066 -1.40862 0.50048 -0.677205 0.805253
350.811 -1.44718 0.491237 -0.742794 0.820753
351.557 -1.48554 0.498045 -0.797523 0.862507
352.302 -1.52414 0.50565 -0.853469 0.908182
353.047 -1.57073 0.505088 -0.932579 0.950068
353.793 -1.61935 0.502921 -1.02084 0.993875
