WSxM file copyright UAM
WSxM ASCII XYZ file
X[µm]		Y[µm]		Z[nm]
1,24706	0,0235294	7,94912
1,2549	0,0235294	7,79442
1,26275	0,0235294	10,7385
1,27059	0,0235294	11,7557
1,27843	0,0235294	14,4445
1,28627	0,0235294	16,0644
1,29412	0,0235294	17,0816
1,30196	0,0235294	17,8204
1,3098	0,0235294	17,6781
1,31765	0,0235294	16,6608
1,32549	0,0235294	15,4908
1,33333	0,0235294	13,4395
1,34118	0,0235294	10,3878
1,34902	0,0235294	6,57511
1,35686	0,0235294	5,52353
1,36471	0,0235294	7,0054
1,37255	0,0235294	8,77128
1,38039	0,0235294	9,78853
1,38824	0,0235294	10,0861
1,39608	0,0235294	9,06889
1,40392	0,0235294	8,04558
1,41176	0,0235294	5,11271
1,41961	0,0235294	6,73449
1,42745	0,0235294	7,75174
1,43529	0,0235294	8,68383
1,44314	0,0235294	9,5723
1,45098	0,0235294	8,9926
1,45882	0,0235294	7,97534
1,46667	0,0235294	8,84683
1,47451	0,0235294	11,3379
1,48235	0,0235294	12,8005
1,4902	0,0235294	13,8177
1,49804	0,0235294	12,8005
1,50588	0,0235294	11,6212
1,51373	0,0235294	8,97202
1,52157	0,0235294	8,77027
1,52941	0,0235294	9,42902
1,53725	0,0235294	10,7531
1,5451	0,0235294	11,7704
1,55294	0,0235294	11,3331
1,56078	0,0235294	10,3158
1,56863	0,0235294	7,96891
1,57647	0,0235294	6,80222
1,58431	0,0235294	7,81947
1,59216	0,0235294	8,11557
1,6	0,0235294	7,82392
1,60784	0,0235294	8,71364
1,61569	0,0235294	8,42759
1,62353	0,0235294	9,3132
1,63137	0,0235294	10,3304
1,63922	0,0235294	9,87596
1,64706	0,0235294	8,85871
1,6549	0,0235294	10,0553
1,66275	0,0235294	11,0726
1,67059	0,0235294	11,3688
1,67843	0,0235294	12,1663
1,68627	0,0235294	12,7623
1,69412	0,0235294	11,7451
1,70196	0,0235294	10,1376
1,7098	0,0235294	7,651
1,71765	0,0235294	7,21609
1,72549	0,0235294	7,37166
1,73333	0,0235294	6,35441
1,74118	0,0235294	5,96256
1,74902	0,0235294	8,0196
1,75686	0,0235294	10,0766
1,76471	0,0235294	11,0938
1,77255	0,0235294	10,9481
1,78039	0,0235294	9,9308
1,78824	0,0235294	8,61071
1,79608	0,0235294	6,5463
1,80392	0,0235294	6,30431
1,81176	0,0235294	9,09603
1,81961	0,0235294	11,0207
1,82745	0,0235294	12,644
1,83529	0,0235294	13,6613
1,84314	0,0235294	13,5232
1,85098	0,0235294	12,506
1,85882	0,0235294	11,1945
1,86667	0,0235294	10,6647
1,87451	0,0235294	10,0777
1,88235	0,0235294	9,06042
1,8902	0,0235294	9,20838
1,89804	0,0235294	10,5772
1,90588	0,0235294	11,5944
1,91373	0,0235294	12,0232
1,92157	0,0235294	11,7173
1,92941	0,0235294	10,7001
1,93725	0,0235294	8,92515
1,9451	0,0235294	11,2361
1,95294	0,0235294	12,6917
1,96078	0,0235294	13,709
1,96863	0,0235294	14,2835
1,97647	0,0235294	13,2662
1,98431	0,0235294	11,0507
1,99216	0,0235294	7,99895
2	0,0235294	6,6598
0	0,0313725	12,3798
0,00784314	0,0313725	12,3982
0,0156863	0,0313725	13,1502
0,0235294	0,0313725	13,0225
0,0313725	0,0313725	12,4541
0,0392157	0,0313725	11,4368
0,0470588	0,0313725	9,83987
0,054902	0,0313725	10,0121
0,0627451	0,0313725	8,99489
0,0705882	0,0313725	7,8381
0,0784314	0,0313725	6,55624
0,0862745	0,0313725	8,33469
0,0941176	0,0313725	9,35194
0,101961	0,0313725	9,66202
0,109804	0,0313725	8,64477
0,117647	0,0313725	6,89698
0,12549	0,0313725	5,1856
0,133333	0,0313725	6,52252
0,141176	0,0313725	7,53977
0,14902	0,0313725	6,52724
0,156863	0,0313725	5,50998
0,164706	0,0313725	4,23411
0,172549	0,0313725	5,25136
0,180392	0,0313725	7,82807
0,188235	0,0313725	11,5114
0,196078	0,0313725	14,5632
0,203922	0,0313725	16,9256
0,211765	0,0313725	17,9428
0,219608	0,0313725	18,6896
0,227451	0,0313725	18,8917
0,235294	0,0313725	17,8744
0,243137	0,0313725	16,2743
0,25098	0,0313725	13,2226
0,258824	0,0313725	11,9287
0,266667	0,0313725	12,9459
0,27451	0,0313725	13,5471
0,282353	0,0313725	13,2686
0,290196	0,0313725	12,2513
0,298039	0,0313725	10,2098
0,305882	0,0313725	7,15801
0,313725	0,0313725	7,1577
0,321569	0,0313725	6,73045
0,329412	0,0313725	5,71319
0,337255	0,0313725	4,55208
0,345098	0,0313725	4,2744
0,352941	0,0313725	4,5238
0,360784	0,0313725	5,41553
0,368627	0,0313725	5,42677
0,376471	0,0313725	5,23077
0,384314	0,0313725	6,24802
0,392157	0,0313725	6,70069
0,4	0,0313725	7,31508
0,407843	0,0313725	9,52218
0,415686	0,0313725	11,5827
0,423529	0,0313725	13,1476
0,431373	0,0313725	14,1649
0,439216	0,0313725	14,3229
0,447059	0,0313725	13,3057
0,454902	0,0313725	11,9955
0,462745	0,0313725	10,098
0,470588	0,0313725	7,55289
0,478431	0,0313725	5,7103
0,486275	0,0313725	4,34508
0,494118	0,0313725	5,30293
0,501961	0,0313725	6,32018
0,509804	0,0313725	6,28642
0,517647	0,0313725	6,02448
0,52549	0,0313725	7,04173
0,533333	0,0313725	7,49212
0,541176	0,0313725	7,06206
0,54902	0,0313725	6,21836
0,556863	0,0313725	6,07826
0,564706	0,0313725	7,02834
0,572549	0,0313725	8,04559
0,580392	0,0313725	8,92379
0,588235	0,0313725	9,04054
0,596078	0,0313725	8,02329
0,603922	0,0313725	9,80347
0,611765	0,0313725	10,8207
0,619608	0,0313725	11,4138
0,627451	0,0313725	12,9501
0,635294	0,0313725	16,0018
0,643137	0,0313725	17,6115
0,65098	0,0313725	18,6288
0,658824	0,0313725	19,2383
0,666667	0,0313725	18,221
0,67451	0,0313725	17,2011
0,682353	0,0313725	14,1493
0,690196	0,0313725	10,7799
0,698039	0,0313725	8,85215
0,705882	0,0313725	9,00655
0,713725	0,0313725	7,9893
0,721569	0,0313725	7,27672
0,729412	0,0313725	8,29397
0,737255	0,0313725	9,19994
0,745098	0,0313725	10,2172
0,752941	0,0313725	10,958
0,760784	0,0313725	10,6709
0,768627	0,0313725	9,65368
0,776471	0,0313725	7,82762
0,784314	0,0313725	6,25593
0,792157	0,0313725	8,90393
0,8	0,0313725	9,92119
0,807843	0,0313725	10,5146
0,815686	0,0313725	10,3736
0,823529	0,0313725	9,35635
0,831373	0,0313725	10,5931
0,839216	0,0313725	11,6104
0,847059	0,0313725	11,7618
0,854902	0,0313725	10,7445
0,862745	0,0313725	9,13434
0,870588	0,0313725	7,23085
0,878431	0,0313725	7,97992
0,886275	0,0313725	8,27339
0,894118	0,0313725	7,83297
0,901961	0,0313725	8,28516
0,909804	0,0313725	9,30242
0,917647	0,0313725	10,1879
0,92549	0,0313725	10,6201
0,933333	0,0313725	9,60285
0,941176	0,0313725	8,28052
0,94902	0,0313725	7,12612
0,956863	0,0313725	6,8286
0,964706	0,0313725	7,28589
0,972549	0,0313725	8,61011
0,980392	0,0313725	9,62736
0,988235	0,0313725	9,92453
0,996078	0,0313725	8,90728
1,00392	0,0313725	8,03362
1,01176	0,0313725	9,05087
1,01961	0,0313725	9,20018
1,02745	0,0313725	9,20278
1,03529	0,0313725	8,47
1,04314	0,0313725	7,64952
1,05098	0,0313725	8,3272
1,05882	0,0313725	7,88875
1,06667	0,0313725	8,48933
1,07451	0,0313725	9,81265
1,08235	0,0313725	10,8299
1,0902	0,0313725	11,1247
1,09804	0,0313725	10,1074
1,10588	0,0313725	8,63989
1,11373	0,0313725	8,0441
1,12157	0,0313725	9,37739
1,12941	0,0313725	10,6991
1,13725	0,0313725	11,7274
1,1451	0,0313725	12,7447
1,15294	0,0313725	12,8918
1,16078	0,0313725	11,8746
1,16863	0,0313725	10,406
1,17647	0,0313725	10,2322
1,18431	0,0313725	10,9734
1,19216	0,0313725	11,0061
1,2	0,0313725	9,98883
1,20784	0,0313725	8,37909
1,21569	0,0313725	7,93883
1,22353	0,0313725	8,26002
1,23137	0,0313725	8,89913
1,23922	0,0313725	9,03739
1,24706	0,0313725	8,02013
1,2549	0,0313725	6,14056
1,26275	0,0313725	8,95575
1,27059	0,0313725	12,0075
1,27843	0,0313725	14,501
1,28627	0,0313725	15,8202
1,29412	0,0313725	16,9926
1,30196	0,0313725	18,0098
1,3098	0,0313725	17,5673
1,31765	0,0313725	16,6833
1,32549	0,0313725	15,6661
1,33333	0,0313725	13,4612
1,34118	0,0313725	10,4094
1,34902	0,0313725	7,32402
1,35686	0,0313725	5,63624
1,36471	0,0313725	6,83546
1,37255	0,0313725	8,74108
1,38039	0,0313725	9,75833
1,38824	0,0313725	9,90167
1,39608	0,0313725	8,88441
1,40392	0,0313725	7,70601
1,41176	0,0313725	7,88942
1,41961	0,0313725	9,78624
1,42745	0,0313725	10,8035
1,43529	0,0313725	10,205
1,44314	0,0313725	9,18777
1,45098	0,0313725	6,74987
1,45882	0,0313725	7,96422
1,46667	0,0313725	10,4479
1,47451	0,0313725	12,3552
1,48235	0,0313725	13,8177
1,4902	0,0313725	14,835
1,49804	0,0313725	13,8177
1,50588	0,0313725	12,6384
1,51373	0,0313725	9,98927
1,52157	0,0313725	7,51433
1,52941	0,0313725	8,49762
1,53725	0,0313725	9,73589
1,5451	0,0313725	10,7531
1,55294	0,0313725	10,5308
1,56078	0,0313725	9,51356
1,56863	0,0313725	7,89119
1,57647	0,0313725	6,69648
1,58431	0,0313725	7,71374
1,59216	0,0313725	8,14771
1,6	0,0313725	7,40654
1,60784	0,0313725	6,38928
1,61569	0,0313725	7,8359
1,62353	0,0313725	9,88405
1,63137	0,0313725	10,9013
1,63922	0,0313725	10,8932
1,64706	0,0313725	9,87596
1,6549	0,0313725	10,293
1,66275	0,0313725	11,3103
1,67059	0,0313725	11,449
1,67843	0,0313725	10,4318
1,68627	0,0313725	9,71056
1,69412	0,0313725	8,69331
1,70196	0,0313725	7,08588
1,7098	0,0313725	5,01971
1,71765	0,0313725	4,49504
1,72549	0,0313725	4,63703
1,73333	0,0313725	4,33011
1,74118	0,0313725	6,38102
1,74902	0,0313725	7,39827
1,75686	0,0313725	9,05932
1,76471	0,0313725	10,0766
1,77255	0,0313725	10,4492
1,78039	0,0313725	9,43196
1,78824	0,0313725	7,59346
1,79608	0,0313725	5,52905
1,80392	0,0313725	4,64932
1,81176	0,0313725	5,98311
1,81961	0,0313725	8,03962
1,82745	0,0313725	9,59225
1,83529	0,0313725	10,6095
1,84314	0,0313725	10,4715
1,85098	0,0313725	9,45422
1,85882	0,0313725	9,03257
1,86667	0,0313725	9,64748
1,87451	0,0313725	9,06042
1,88235	0,0313725	8,04316
1,8902	0,0313725	9,99128
1,89804	0,0313725	11,5944
1,90588	0,0313725	12,6117
1,91373	0,0313725	13,2874
1,92157	0,0313725	12,9718
1,92941	0,0313725	11,9546
1,93725	0,0313725	10,3172
1,9451	0,0313725	12,2533
1,95294	0,0313725	13,709
1,96078	0,0313725	14,7262
1,96863	0,0313725	15,3007
1,97647	0,0313725	14,2835
1,98431	0,0313725	12,068
1,99216	0,0313725	9,01621
2	0,0313725	6,14405
0	0,0392157	12,2135
0,00784314	0,0392157	11,6452
0,0156863	0,0392157	12,2503
0,0235294	0,0392157	12,2688
0,0313725	0,0392157	11,4368
0,0392157	0,0392157	10,4196
0,0470588	0,0392157	8,93815
0,054902	0,0392157	8,99489
0,0627451	0,0392157	8,68593
0,0705882	0,0392157	7,66868
0,0784314	0,0392157	9,20857
0,0862745	0,0392157	10,3853
0,0941176	0,0392157	11,4026
0,101961	0,0392157	11,8447
0,109804	0,0392157	10,966
0,117647	0,0392157	9,94873
0,12549	0,0392157	6,89698
0,133333	0,0392157	8,63416
0,141176	0,0392157	9,65141
0,14902	0,0392157	9,35942
0,156863	0,0392157	8,34216
0,164706	0,0392157	5,994
0,172549	0,0392157	4,2127
0,180392	0,0392157	5,32723
0,188235	0,0392157	9,20713
0,196078	0,0392157	12,2589
0,203922	0,0392157	14,9179
0,211765	0,0392157	16,5484
0,219608	0,0392157	17,5657
0,227451	0,0392157	17,8744
0,235294	0,0392157	16,8572
0,243137	0,0392157	15,2571
0,25098	0,0392157	12,2053
0,258824	0,0392157	11,1458
0,266667	0,0392157	12,163
0,27451	0,0392157	13,0566
0,282353	0,0392157	12,4818
0,290196	0,0392157	11,4645
0,298039	0,0392157	10,3024
0,305882	0,0392157	7,81851
0,313725	0,0392157	6,14045
0,321569	0,0392157	5,71319
0,329412	0,0392157	4,82358
0,337255	0,0392157	5,11694
0,345098	0,0392157	5,08894
0,352941	0,0392157	6,30095
0,360784	0,0392157	7,3182
0,368627	0,0392157	7,31808
0,376471	0,0392157	6,30082
0,384314	0,0392157	5,56478
0,392157	0,0392157	6,58203
0,4	0,0392157	5,70053
0,407843	0,0392157	7,63977
0,415686	0,0392157	9,7075
0,423529	0,0392157	10,7248
0,431373	0,0392157	11,4715
0,439216	0,0392157	12,07
0,447059	0,0392157	11,0527
0,454902	0,0392157	9,74314
0,462745	0,0392157	8,6168
0,470588	0,0392157	7,74481
0,478431	0,0392157	6,72755
0,486275	0,0392157	4,84355
0,494118	0,0392157	6,32018
0,501961	0,0392157	7,33743
0,509804	0,0392157	7,19834
0,517647	0,0392157	6,18109
0,52549	0,0392157	6,02448
0,533333	0,0392157	6,47487
0,541176	0,0392157	6,56322
0,54902	0,0392157	7,58047
0,556863	0,0392157	8,46734
0,564706	0,0392157	10,0801
0,572549	0,0392157	11,0973
0,580392	0,0392157	11,9755
0,588235	0,0392157	11,2389
0,596078	0,0392157	10,2216
0,603922	0,0392157	11,0942
0,611765	0,0392157	12,1114
0,619608	0,0392157	12,696
0,627451	0,0392157	13,8096
0,635294	0,0392157	16,8614
0,643137	0,0392157	18,6288
0,65098	0,0392157	19,646
0,658824	0,0392157	20,0909
0,666667	0,0392157	19,0737
0,67451	0,0392157	17,757
0,682353	0,0392157	14,7052
0,690196	0,0392157	11,4789
0,698039	0,0392157	7,95993
0,705882	0,0392157	7,9893
0,713725	0,0392157	6,97205
0,721569	0,0392157	6,48156
0,729412	0,0392157	7,49882
0,737255	0,0392157	8,24967
0,745098	0,0392157	9,28045
0,752941	0,0392157	10,2977
0,760784	0,0392157	10,2999
0,768627	0,0392157	9,86213
0,776471	0,0392157	8,84487
0,784314	0,0392157	6,75753
0,792157	0,0392157	5,76903
0,8	0,0392157	8,12026
0,807843	0,0392157	9,4429
0,815686	0,0392157	10,4602
0,823529	0,0392157	10,0212
0,831373	0,0392157	9,5759
0,839216	0,0392157	10,5931
0,847059	0,0392157	10,7445
0,854902	0,0392157	9,72725
0,862745	0,0392157	8,11708
0,870588	0,0392157	8,16598
0,878431	0,0392157	9,18323
0,886275	0,0392157	10,0593
0,894118	0,0392157	9,76027
0,901961	0,0392157	9,31901
0,909804	0,0392157	10,9278
0,917647	0,0392157	11,945
0,92549	0,0392157	12,6734
0,933333	0,0392157	12,08
0,941176	0,0392157	11,0628
0,94902	0,0392157	8,7087
0,956863	0,0392157	5,81135
0,964706	0,0392157	6,94017
0,972549	0,0392157	7,96613
0,980392	0,0392157	8,98338
0,988235	0,0392157	8,90728
0,996078	0,0392157	7,89003
1,00392	0,0392157	8,9838
1,01176	0,0392157	10,0011
1,01961	0,0392157	9,85116
1,02745	0,0392157	8,83391
1,03529	0,0392157	7,64952
1,04314	0,0392157	8,66677
1,05098	0,0392157	9,10411
1,05882	0,0392157	8,08686
1,06667	0,0392157	7,47208
1,07451	0,0392157	8,8046
1,08235	0,0392157	9,82185
1,0902	0,0392157	10,1074
1,09804	0,0392157	9,09016
1,10588	0,0392157	8,19294
1,11373	0,0392157	8,48235
1,12157	0,0392157	8,36013
1,12941	0,0392157	9,79829
1,13725	0,0392157	10,8208
1,1451	0,0392157	11,838
1,15294	0,0392157	12,2732
1,16078	0,0392157	11,3858
1,16863	0,0392157	10,3686
1,17647	0,0392157	7,31682
1,18431	0,0392157	7,36132
1,19216	0,0392157	7,95433
1,2	0,0392157	7,28958
1,20784	0,0392157	8,60232
1,21569	0,0392157	10,2089
1,22353	0,0392157	11,9549
1,23137	0,0392157	12,9721
1,23922	0,0392157	12,0891
1,24706	0,0392157	11,0719
1,2549	0,0392157	9,00679
1,26275	0,0392157	7,93849
1,27059	0,0392157	10,9903
1,27843	0,0392157	13,4838
1,28627	0,0392157	15,3815
1,29412	0,0392157	16,4007
1,30196	0,0392157	17,4179
1,3098	0,0392157	17,4093
1,31765	0,0392157	16,392
1,32549	0,0392157	14,9142
1,33333	0,0392157	12,9957
1,34118	0,0392157	10,0501
1,34902	0,0392157	7,67075
1,35686	0,0392157	6,95808
1,36471	0,0392157	5,94083
1,37255	0,0392157	7,72382
1,38039	0,0392157	8,74108
1,38824	0,0392157	8,88441
1,39608	0,0392157	7,86716
1,40392	0,0392157	7,92521
1,41176	0,0392157	8,94329
1,41961	0,0392157	10,8035
1,42745	0,0392157	11,8207
1,43529	0,0392157	11,2603
1,44314	0,0392157	10,2431
1,45098	0,0392157	8,32406
1,45882	0,0392157	8,98148
1,46667	0,0392157	11,4652
1,47451	0,0392157	13,2143
1,48235	0,0392157	14,2315
1,4902	0,0392157	15,0993
1,49804	0,0392157	14,0821
1,50588	0,0392157	12,8944
1,51373	0,0392157	10,7321
1,52157	0,0392157	7,68036
1,52941	0,0392157	8,13155
1,53725	0,0392157	8,50224
1,5451	0,0392157	9,51949
1,55294	0,0392157	9,51356
1,56078	0,0392157	8,49631
1,56863	0,0392157	6,91121
1,57647	0,0392157	5,83904
1,58431	0,0392157	6,8563
1,59216	0,0392157	7,28217
1,6	0,0392157	6,38928
1,60784	0,0392157	6,45781
1,61569	0,0392157	6,81865
1,62353	0,0392157	8,86679
1,63137	0,0392157	9,88405
1,63922	0,0392157	9,87596
1,64706	0,0392157	8,85871
1,6549	0,0392157	9,79913
1,66275	0,0392157	10,8106
1,67059	0,0392157	10,4318
1,67843	0,0392157	9,41451
1,68627	0,0392157	7,99768
1,69412	0,0392157	7,07196
1,70196	0,0392157	7,05422
1,7098	0,0392157	6,03696
1,71765	0,0392157	3,93522
1,72549	0,0392157	4,79882
1,73333	0,0392157	5,21356
1,74118	0,0392157	7,39827
1,74902	0,0392157	8,41552
1,75686	0,0392157	8,69056
1,76471	0,0392157	9,00167
1,77255	0,0392157	9,43196
1,78039	0,0392157	8,41471
1,78824	0,0392157	8,35984
1,79608	0,0392157	7,34259
1,80392	0,0392157	5,86002
1,81176	0,0392157	4,28878
1,81961	0,0392157	5,58999
1,82745	0,0392157	6,60725
1,83529	0,0392157	7,46852
1,84314	0,0392157	7,58466
1,85098	0,0392157	9,03257
1,85882	0,0392157	10,0498
1,86667	0,0392157	9,882
1,87451	0,0392157	8,86475
1,88235	0,0392157	7,47833
1,8902	0,0392157	9,80812
1,89804	0,0392157	12,4285
1,90588	0,0392157	13,4458
1,91373	0,0392157	14,3046
1,92157	0,0392157	13,9891
1,92941	0,0392157	12,9718
1,93725	0,0392157	11,3345
1,9451	0,0392157	12,295
1,95294	0,0392157	14,1813
1,96078	0,0392157	15,1985
1,96863	0,0392157	15,0285
1,97647	0,0392157	14,0113
1,98431	0,0392157	11,6384
1,99216	0,0392157	8,58668
2	0,0392157	8,25078
0	0,0470588	11,1962
0,00784314	0,0470588	10,628
0,0156863	0,0470588	11,233
0,0235294	0,0470588	11,2516
0,0313725	0,0470588	10,3889
0,0392157	0,0470588	9,37165
0,0470588	0,0470588	8,00903
0,054902	0,0470588	8,73733
0,0627451	0,0470588	7,72008
0,0705882	0,0470588	8,32764
0,0784314	0,0470588	10,2258
0,0862745	0,0470588	11,4026
0,0941176	0,0470588	12,4198
0,101961	0,0470588	12,862
0,109804	0,0470588	11,9832
0,117647	0,0470588	10,966
0,12549	0,0470588	7,91423
0,133333	0,0470588	9,65141
0,141176	0,0470588	10,6687
0,14902	0,0470588	10,3767
0,156863	0,0470588	9,35942
0,164706	0,0470588	7,63083
0,172549	0,0470588	4,81036
0,180392	0,0470588	4,96574
0,188235	0,0470588	8,0175
0,196078	0,0470588	9,57916
0,203922	0,0470588	12,382
0,211765	0,0470588	13,4967
0,219608	0,0470588	14,5139
0,227451	0,0470588	14,8227
0,235294	0,0470588	13,8054
0,243137	0,0470588	12,2053
0,25098	0,0470588	9,79465
0,258824	0,0470588	10,1285
0,266667	0,0470588	11,1458
0,27451	0,0470588	12,0393
0,282353	0,0470588	11,4645
0,290196	0,0470588	10,4473
0,298039	0,0470588	9,28516
0,305882	0,0470588	6,80126
0,313725	0,0470588	5,10653
0,321569	0,0470588	5,25345
0,329412	0,0470588	5,84083
0,337255	0,0470588	6,13419
0,345098	0,0470588	5,99739
0,352941	0,0470588	7,3182
0,360784	0,0470588	8,33545
0,368627	0,0470588	8,33533
0,376471	0,0470588	7,31808
0,384314	0,0470588	6,58203
0,392157	0,0470588	7,59928
0,4	0,0470588	7,30282
0,407843	0,0470588	6,43568
0,415686	0,0470588	9,48744
0,423529	0,0470588	11,0923
0,431373	0,0470588	12,1096
0,439216	0,0470588	12,541
0,447059	0,0470588	11,5237
0,454902	0,0470588	9,89981
0,462745	0,0470588	7,59955
0,470588	0,0470588	6,72755
0,478431	0,0470588	5,7103
0,486275	0,0470588	5,87884
0,494118	0,0470588	7,3382
0,501961	0,0470588	8,35545
0,509804	0,0470588	8,05269
0,517647	0,0470588	7,03544
0,52549	0,0470588	5,23879
0,533333	0,0470588	6,55462
0,541176	0,0470588	7,58047
0,54902	0,0470588	8,59772
0,556863	0,0470588	10,2013
0,564706	0,0470588	11,8076
0,572549	0,0470588	12,8268
0,580392	0,0470588	13,844
0,588235	0,0470588	13,8356
0,596078	0,0470588	12,8183
0,603922	0,0470588	12,1114
0,611765	0,0470588	13,1287
0,619608	0,0470588	13,7133
0,627451	0,0470588	13,2694
0,635294	0,0470588	15,8441
0,643137	0,0470588	17,6115
0,65098	0,0470588	18,6288
0,658824	0,0470588	19,0737
0,666667	0,0470588	18,0564
0,67451	0,0470588	16,7887
0,682353	0,0470588	14,2891
0,690196	0,0470588	11,6428
0,698039	0,0470588	8,591
0,705882	0,0470588	5,88387
0,713725	0,0470588	5,88781
0,721569	0,0470588	5,4684
0,729412	0,0470588	6,48156
0,737255	0,0470588	7,34762
0,745098	0,0470588	8,2632
0,752941	0,0470588	9,28045
0,760784	0,0470588	10,2809
0,768627	0,0470588	11,2981
0,776471	0,0470588	11,7316
0,784314	0,0470588	10,7144
0,792157	0,0470588	9,67907
0,8	0,0470588	8,49428
0,807843	0,0470588	9,8108
0,815686	0,0470588	10,8281
0,823529	0,0470588	10,8236
0,831373	0,0470588	9,80638
0,839216	0,0470588	8,47952
0,847059	0,0470588	8,12523
0,854902	0,0470588	7,53904
0,862745	0,0470588	7,57337
0,870588	0,0470588	9,18323
0,878431	0,0470588	10,2005
0,886275	0,0470588	11,0766
0,894118	0,0470588	10,7775
0,901961	0,0470588	10,3363
0,909804	0,0470588	11,945
0,917647	0,0470588	12,9623
0,92549	0,0470588	13,6906
0,933333	0,0470588	13,7764
0,941176	0,0470588	12,7591
0,94902	0,0470588	11,7238
0,956863	0,0470588	8,67209
0,964706	0,0470588	7,20495
0,972549	0,0470588	8,22221
0,980392	0,0470588	8,95003
0,988235	0,0470588	7,93278
0,996078	0,0470588	6,83687
1,00392	0,0470588	7,96654
1,01176	0,0470588	8,9838
1,01961	0,0470588	9,21187
1,02745	0,0470588	8,19461
1,03529	0,0470588	7,4362
1,04314	0,0470588	8,16344
1,05098	0,0470588	8,744
1,05882	0,0470588	8,29607
1,06667	0,0470588	7,27882
1,07451	0,0470588	7,78735
1,08235	0,0470588	8,8046
1,0902	0,0470588	8,50662
1,09804	0,0470588	7,62135
1,10588	0,0470588	7,3746
1,11373	0,0470588	8,39186
1,12157	0,0470588	8,97176
1,12941	0,0470588	10,8217
1,13725	0,0470588	11,8389
1,1451	0,0470588	12,4202
1,15294	0,0470588	11,679
1,16078	0,0470588	10,6618
1,16863	0,0470588	9,35133
1,17647	0,0470588	6,29957
1,18431	0,0470588	5,94486
1,19216	0,0470588	5,52506
1,2	0,0470588	8,30684
1,20784	0,0470588	10,2629
1,21569	0,0470588	12,1738
1,22353	0,0470588	15,0066
1,23137	0,0470588	16,0239
1,23922	0,0470588	15,1373
1,24706	0,0470588	14,1201
1,2549	0,0470588	12,0585
1,26275	0,0470588	9,00679
1,27059	0,0470588	8,82498
1,27843	0,0470588	11,8767
1,28627	0,0470588	14,3643
1,29412	0,0470588	15,3834
1,30196	0,0470588	16,4007
1,3098	0,0470588	16,392
1,31765	0,0470588	15,3747
1,32549	0,0470588	14,054
1,33333	0,0470588	11,9887
1,34118	0,0470588	9,04307
1,34902	0,0470588	8,42532
1,35686	0,0470588	7,97533
1,36471	0,0470588	6,95808
1,37255	0,0470588	5,88897
1,38039	0,0470588	7,10947
1,38824	0,0470588	9,75764
1,39608	0,0470588	10,7749
