# Z_nm	Fit_totale_conteggi	LogN1_conteggi	LogN2_conteggi
1.818088	81.888415	1.710366	80.178049
1.831928	83.280763	1.873243	81.407520
1.845769	84.675624	2.049002	82.626622
1.859609	86.073357	2.238434	83.834924
1.873449	87.474368	2.442359	85.032009
1.887290	88.879107	2.661631	86.217476
1.901130	90.288076	2.897136	87.390940
1.914971	91.701821	3.149792	88.552029
1.928811	93.120936	3.420550	89.700386
1.942651	94.546063	3.710392	90.835671
1.956492	95.977892	4.020334	91.957558
1.970332	97.417157	4.351423	93.065733
1.984172	98.864641	4.704740	94.159901
1.998013	100.321173	5.081395	95.239778
2.011853	101.787627	5.482532	96.305095
2.025693	103.264924	5.909327	97.355597
2.039534	104.754027	6.362985	98.391042
2.053374	106.255946	6.844742	99.411204
2.067215	107.771733	7.355865	100.415867
2.081055	109.302482	7.897650	101.404831
2.094895	110.849330	8.471422	102.377908
2.108736	112.413453	9.078532	103.334921
2.122576	113.996069	9.720361	104.275709
2.136416	115.598434	10.398315	105.200119
2.150257	117.221839	11.113826	106.108014
2.164097	118.867616	11.868350	106.999266
2.177937	120.537127	12.663368	107.873759
2.191778	122.231771	13.500381	108.731390
2.205618	123.952979	14.380915	109.572064
2.219458	125.702212	15.306512	110.395701
2.233299	127.480961	16.278735	111.202226
2.247139	129.290745	17.299166	111.991579
2.260980	131.133108	18.369400	112.763708
2.274820	133.009620	19.491050	113.518570
2.288660	134.921874	20.665741	114.256134
2.302501	136.871484	21.895109	114.976375
2.316341	138.860082	23.180804	115.679278
2.330181	140.889320	24.524480	116.364839
2.344022	142.960864	25.927804	117.033060
2.357862	145.076395	27.392443	117.683952
2.371702	147.237606	28.920072	118.317534
2.385543	149.446199	30.512368	118.933832
2.399383	151.703886	32.171007	119.532880
2.413224	154.012384	33.897665	120.114719
2.427064	156.373415	35.694016	120.679399
2.440904	158.788702	37.561729	121.226973
2.454745	161.259970	39.502467	121.757503
2.468585	163.788940	41.517883	122.271057
2.482425	166.377333	43.609623	122.767710
2.496266	169.026860	45.779321	123.247539
2.510106	171.739227	48.028596	123.710632
2.523946	174.516130	50.359052	124.157078
2.537787	177.359252	52.772279	124.586973
2.551627	180.270263	55.269845	125.000418
2.565468	183.250818	57.853299	125.397519
2.579308	186.302554	60.524168	125.778386
2.593148	189.427087	63.283953	126.143134
2.606989	192.626013	66.134133	126.491881
2.620829	195.900905	69.076156	126.824749
2.634669	199.253310	72.111444	127.141866
2.648510	202.684747	75.241385	127.443362
2.662350	206.196707	78.467338	127.729369
2.676190	209.790651	81.790627	128.000025
2.690031	213.468008	85.212538	128.255469
2.703871	217.230170	88.734325	128.495845
2.717712	221.078496	92.357198	128.721298
2.731552	225.014308	96.082332	128.931976
2.745392	229.038886	99.910857	129.128030
2.759233	233.153473	103.843861	129.309611
2.773073	237.359268	107.882391	129.476877
2.786913	241.657426	112.027444	129.629983
2.800754	246.049061	116.279973	129.769088
2.814594	250.535236	120.640883	129.894353
2.828434	255.116970	125.111030	130.005940
2.842275	259.795233	129.691220	130.104012
2.856115	264.570944	134.382208	130.188735
2.869955	269.444972	139.184696	130.260275
2.883796	274.418134	144.099335	130.318799
2.897636	279.491194	149.126719	130.364475
2.911477	284.664862	154.267390	130.397472
2.925317	289.939795	159.521834	130.417960
2.939157	295.316591	164.890481	130.426110
2.952998	300.795795	170.373703	130.422092
2.966838	306.377893	175.971815	130.406078
2.980678	312.063314	181.685074	130.378240
2.994519	317.852430	187.513680	130.338750
3.008359	323.745552	193.457771	130.287780
3.022199	329.742932	199.517429	130.225503
3.036040	335.844765	205.692674	130.152091
3.049880	342.051183	211.983468	130.067716
3.063721	348.362260	218.389711	129.972550
3.077561	354.778008	224.911243	129.866765
3.091401	361.298379	231.547846	129.750533
3.105242	367.923265	238.299239	129.624025
3.119082	374.652495	245.165083	129.487413
3.132922	381.485840	252.144975	129.340865
3.146763	388.423008	259.238457	129.184552
3.160603	395.463649	266.445006	129.018643
3.174443	402.607349	273.764043	128.843307
3.188284	409.853638	281.194928	128.658710
3.202124	417.201983	288.736961	128.465021
3.215965	424.651792	296.389386	128.262405
3.229805	432.202414	304.151387	128.051028
3.243645	439.853141	312.022089	127.831053
3.257486	447.603205	320.000561	127.602644
3.271326	455.451781	328.085817	127.365964
3.285166	463.397985	336.276812	127.121173
3.299007	471.440879	344.572447	126.868432
3.312847	479.579468	352.971568	126.607900
3.326687	487.812703	361.472968	126.339735
3.340528	496.139478	370.075385	126.064093
3.354368	504.558637	378.777506	125.781130
3.368209	513.068968	387.577967	125.491001
3.382049	521.669209	396.475351	125.193858
3.395889	530.358046	405.468193	124.889853
3.409730	539.134116	414.554980	124.579136
3.423570	547.996007	423.734150	124.261857
3.437410	556.942257	433.004094	123.938162
3.451251	565.971359	442.363160	123.608199
3.465091	575.081759	451.809647	123.272112
3.478931	584.271859	461.341814	122.930045
3.492772	593.540017	470.957877	122.582139
3.506612	602.884546	480.656010	122.228536
3.520453	612.303722	490.434348	121.869373
3.534293	621.795776	500.290986	121.504790
3.548133	631.358903	510.223982	121.134921
3.561974	640.991260	520.231357	120.759903
3.575814	650.690965	530.311099	120.379867
3.589654	660.456104	540.461159	119.994945
3.603495	670.284725	550.679457	119.605268
3.617335	680.174846	560.963882	119.210964
3.631175	690.124453	571.312293	118.812160
3.645016	700.131501	581.722519	118.408982
3.658856	710.193916	592.192363	118.001553
3.672696	720.309597	602.719601	117.589997
3.686537	730.476417	613.301983	117.174433
3.700377	740.692222	623.937240	116.754982
3.714218	750.954836	634.623075	116.331761
3.728058	761.262061	645.357174	115.904886
3.741898	771.611676	656.137203	115.474473
3.755739	782.001443	666.960809	115.040634
3.769579	792.429104	677.825623	114.603481
3.783419	802.892383	688.729259	114.163124
3.797260	813.388991	699.669320	113.719672
3.811100	823.916623	710.643392	113.273231
3.824940	834.472961	721.649052	112.823909
3.838781	845.055674	732.683867	112.371807
3.852621	855.662423	743.745394	111.917030
3.866462	866.290860	754.831182	111.459677
3.880302	876.938625	765.938776	110.999849
3.894142	887.603357	777.065712	110.537644
3.907983	898.282685	788.209526	110.073158
3.921823	908.974236	799.367750	109.606487
3.935663	919.675636	810.537913	109.137723
3.949504	930.384505	821.717545	108.666960
3.963344	941.098465	832.904178	108.194287
3.977184	951.815141	844.095346	107.719795
3.991025	962.532155	855.288584	107.243571
4.004865	973.247136	866.481435	106.765702
4.018706	983.957716	877.671444	106.286272
4.032546	994.661533	888.856167	105.805365
4.046386	1005.356229	900.033164	105.323065
4.060227	1016.039457	911.200007	104.839451
4.074067	1026.708877	922.354275	104.354602
4.087907	1037.362159	933.493560	103.868599
4.101748	1047.996983	944.615467	103.381516
4.115588	1058.611042	955.717612	102.893430
4.129428	1069.202041	966.797626	102.404416
4.143269	1079.767699	977.853154	101.914545
4.157109	1090.305749	988.881860	101.423889
4.170950	1100.813940	999.881421	100.932519
4.184790	1111.290039	1010.849535	100.440504
4.198630	1121.731828	1021.783916	99.947912
4.212471	1132.137109	1032.682299	99.454810
4.226311	1142.503701	1043.542440	98.961261
4.240151	1152.829446	1054.362114	98.467332
4.253992	1163.112204	1065.139120	97.973084
4.267832	1173.349858	1075.871278	97.478580
4.281672	1183.540313	1086.556433	96.983880
4.295513	1193.681495	1097.192452	96.489043
4.309353	1203.771357	1107.777229	95.994128
4.323194	1213.807874	1118.308682	95.499192
4.337034	1223.789047	1128.784757	95.004290
4.350874	1233.712901	1139.203423	94.509478
4.364715	1243.577490	1149.562680	94.014809
4.378555	1253.380892	1159.860555	93.520336
4.392395	1263.121213	1170.095102	93.026111
4.406236	1272.796589	1180.264405	92.532185
4.420076	1282.405182	1190.366577	92.038605
4.433916	1291.945184	1200.399762	91.545422
4.447757	1301.414816	1210.362133	91.052683
4.461597	1310.812328	1220.251894	90.560433
4.475437	1320.136001	1230.067282	90.068719
4.489278	1329.384149	1239.806563	89.577585
4.503118	1338.555112	1249.468037	89.087075
4.516959	1347.647265	1259.050036	88.597230
4.530799	1356.659014	1268.550922	88.108092
4.544639	1365.588797	1277.969094	87.619703
4.558480	1374.435083	1287.302982	87.132102
4.572320	1383.196375	1296.551049	86.645327
4.586160	1391.871209	1305.711793	86.159417
4.600001	1400.458153	1314.783745	85.674408
4.613841	1408.955809	1323.765471	85.190337
4.627681	1417.362811	1332.655571	84.707240
4.641522	1425.677828	1341.452679	84.225149
4.655362	1433.899564	1350.155463	83.744101
4.669203	1442.026753	1358.762627	83.264126
4.683043	1450.058167	1367.272910	82.785257
4.696883	1457.992610	1375.685085	82.307526
4.710724	1465.828921	1383.997959	81.830962
4.724564	1473.565971	1392.210376	81.355595
4.738404	1481.202669	1400.321214	80.881455
4.752245	1488.737955	1408.329386	80.408569
4.766085	1496.170805	1416.233840	79.936965
4.779925	1503.500229	1424.033560	79.466670
4.793766	1510.725271	1431.727563	78.997708
4.807606	1517.845009	1439.314902	78.530107
4.821447	1524.858555	1446.794665	78.063890
4.835287	1531.765055	1454.165975	77.599080
4.849127	1538.563691	1461.427989	77.135702
4.862968	1545.253676	1468.579898	76.673778
4.876808	1551.834258	1475.620928	76.213330
4.890648	1558.304718	1482.550340	75.754378
4.904489	1564.664372	1489.367428	75.296944
4.918329	1570.912568	1496.071521	74.841047
4.932169	1577.048687	1502.661980	74.386708
4.946010	1583.072144	1509.138200	73.933944
4.959850	1588.982386	1515.499612	73.482774
4.973691	1594.778892	1521.745676	73.033216
4.987531	1600.461174	1527.875888	72.585286
5.001371	1606.028776	1533.889775	72.139001
5.015212	1611.481274	1539.786897	71.694378
5.029052	1616.818276	1545.566846	71.251430
5.042892	1622.039421	1551.229247	70.810174
5.056733	1627.144378	1556.773755	70.370623
5.070573	1632.132848	1562.200056	69.932792
5.084413	1637.004562	1567.507869	69.496694
5.098254	1641.759282	1572.696942	69.062341
5.112094	1646.396799	1577.767054	68.629745
5.125934	1650.916934	1582.718014	68.198920
5.139775	1655.319537	1587.549661	67.769876
5.153615	1659.604487	1592.261864	67.342623
5.167456	1663.771693	1596.854520	66.917173
5.181296	1667.821089	1601.327554	66.493536
5.195136	1671.752641	1605.680921	66.071721
5.208977	1675.566340	1609.914603	65.651737
5.222817	1679.262204	1614.028611	65.233592
5.236657	1682.840279	1618.022982	64.817297
5.250498	1686.300637	1621.897780	64.402857
5.264338	1689.643378	1625.653097	63.990281
5.278178	1692.868624	1629.289048	63.579576
5.292019	1695.976525	1632.805776	63.170749
5.305859	1698.967256	1636.203451	62.763805
5.319700	1701.841016	1639.482264	62.358752
5.333540	1704.598028	1642.642434	61.955594
5.347380	1707.238539	1645.684202	61.554337
5.361221	1709.762820	1648.607834	61.154986
5.375061	1712.171164	1651.413618	60.757546
5.388901	1714.463887	1654.101867	60.362020
5.402742	1716.641329	1656.672915	59.968413
5.416582	1718.703848	1659.127119	59.576729
5.430422	1720.651827	1661.464857	59.186970
5.444263	1722.485668	1663.686529	58.799139
5.458103	1724.205795	1665.792555	58.413240
5.471944	1725.812651	1667.783377	58.029275
5.485784	1727.306700	1669.659455	57.647245
5.499624	1728.688424	1671.421270	57.267154
5.513465	1729.958324	1673.069323	56.889001
5.527305	1731.116921	1674.604132	56.512789
5.541145	1732.164753	1676.026234	56.138519
5.554986	1733.102377	1677.336186	55.766191
5.568826	1733.930365	1678.534559	55.395806
5.582666	1734.649307	1679.621944	55.027364
5.596507	1735.259812	1680.598947	54.660865
5.610347	1735.762501	1681.466192	54.296309
5.624188	1736.158014	1682.224318	53.933696
5.638028	1736.447003	1682.873979	53.573024
5.651868	1736.630139	1683.415846	53.214294
5.665709	1736.708105	1683.850602	52.857503
5.679549	1736.681597	1684.178946	52.502651
5.693389	1736.551327	1684.401592	52.149735
5.707230	1736.318020	1684.519265	51.798755
5.721070	1735.982413	1684.532705	51.449708
5.734910	1735.545256	1684.442663	51.102593
5.748751	1735.007311	1684.249905	50.757406
5.762591	1734.369352	1683.955206	50.414145
5.776432	1733.632164	1683.559355	50.072809
5.790272	1732.796543	1683.063151	49.733393
5.804112	1731.863297	1682.467403	49.395895
5.817953	1730.833243	1681.772931	49.060311
5.831793	1729.707207	1680.980567	48.726639
5.845633	1728.486026	1680.091151	48.394875
5.859474	1727.170545	1679.105531	48.065014
5.873314	1725.761621	1678.024566	47.737054
5.887154	1724.260114	1676.849123	47.410991
5.900995	1722.666897	1675.580078	47.086819
5.914835	1720.982848	1674.218313	46.764536
5.928675	1719.208854	1672.764718	46.444136
5.942516	1717.345807	1671.220192	46.125615
5.956356	1715.394609	1669.585640	45.808968
5.970197	1713.356164	1667.861972	45.494192
5.984037	1711.231386	1666.050106	45.181280
5.997877	1709.021193	1664.150966	44.870228
6.011718	1706.726509	1662.165479	44.561030
6.025558	1704.348262	1660.094579	44.253682
6.039398	1701.887385	1657.939207	43.948178
6.053239	1699.344818	1655.700305	43.644513
6.067079	1696.721501	1653.378820	43.342681
6.080919	1694.018381	1650.975705	43.042676
6.094760	1691.236409	1648.491916	42.744493
6.108600	1688.376535	1645.928409	42.448126
6.122441	1685.439717	1643.286149	42.153569
6.136281	1682.426914	1640.566098	41.860815
6.150121	1679.339085	1637.769225	41.569860
6.163962	1676.177195	1634.896499	41.280696
6.177802	1672.942209	1631.948891	40.993318
6.191642	1669.635093	1628.927375	40.707718
6.205483	1666.256816	1625.832924	40.423892
6.219323	1662.808346	1622.666515	40.141831
6.233163	1659.290655	1619.429125	39.861530
6.247004	1655.704712	1616.121730	39.582982
6.260844	1652.051489	1612.745308	39.306180
6.274685	1648.331956	1609.300838	39.031118
6.288525	1644.547086	1605.789298	38.757788
6.302365	1640.697849	1602.211664	38.486185
6.316206	1636.785215	1598.568915	38.216300
6.330046	1632.810154	1594.862026	37.948127
6.343886	1628.773633	1591.091974	37.681659
6.357727	1624.676621	1587.259732	37.416889
6.371567	1620.520084	1583.366274	37.153810
6.385407	1616.304984	1579.412570	36.892414
6.399248	1612.032286	1575.399591	36.632695
6.413088	1607.702948	1571.328303	36.374645
6.426929	1603.317930	1567.199674	36.118256
6.440769	1598.878187	1563.014665	35.863522
6.454609	1594.384672	1558.774237	35.610435
6.468450	1589.838336	1554.479348	35.358988
6.482290	1585.240126	1550.130953	35.109173
6.496130	1580.590987	1545.730004	34.860983
6.509971	1575.891859	1541.277450	34.614410
6.523811	1571.143681	1536.774235	34.369446
6.537651	1566.347387	1532.221301	34.126085
6.551492	1561.503906	1527.619587	33.884319
6.565332	1556.614167	1522.970027	33.644140
6.579173	1551.679090	1518.273550	33.405540
6.593013	1546.699594	1513.531083	33.168512
6.606853	1541.676594	1508.743547	32.933048
6.620694	1536.610999	1503.911859	32.699140
6.634534	1531.503713	1499.036932	32.466781
6.648374	1526.355638	1494.119674	32.235964
6.662215	1521.167668	1489.160988	32.006679
6.676055	1515.940693	1484.161773	31.778921
6.689895	1510.675600	1479.122920	31.552680
6.703736	1505.373269	1474.045320	31.327949
6.717576	1500.034574	1468.929853	31.104721
6.731416	1494.660385	1463.777398	30.882987
6.745257	1489.251567	1458.588826	30.662741
6.759097	1483.808976	1453.365003	30.443973
6.772938	1478.333468	1448.106791	30.226677
6.786778	1472.825887	1442.815044	30.010844
6.800618	1467.287076	1437.490610	29.796467
6.814459	1461.717870	1432.134333	29.583537
6.828299	1456.119098	1426.747050	29.372048
6.842139	1450.491583	1421.329591	29.161992
6.855980	1444.836142	1415.882782	28.953360
6.869820	1439.153585	1410.407440	28.746145
6.883660	1433.444718	1404.904379	28.540339
6.897501	1427.710337	1399.374402	28.335934
6.911341	1421.951234	1393.818311	28.132923
6.925182	1416.168195	1388.236896	27.931298
6.939022	1410.361997	1382.630946	27.731051
6.952862	1404.533412	1377.001238	27.532174
6.966703	1398.683207	1371.348546	27.334660
6.980543	1392.812138	1365.673637	27.138501
6.994383	1386.920957	1359.977268	26.943689
7.008224	1381.010410	1354.260194	26.750217
7.022064	1375.081234	1348.523159	26.558076
7.035904	1369.134161	1342.766901	26.367259
7.049745	1363.169914	1336.992154	26.177760
7.063585	1357.189210	1331.199642	25.989569
7.077426	1351.192761	1325.390082	25.802679
7.091266	1345.181268	1319.564185	25.617083
7.105106	1339.155428	1313.722655	25.432773
7.118947	1333.115930	1307.866189	25.249741
7.132787	1327.063456	1301.995475	25.067981
7.146627	1320.998681	1296.111198	24.887484
7.160468	1314.922273	1290.214030	24.708243
7.174308	1308.834892	1284.304642	24.530250
7.188148	1302.737191	1278.383693	24.353498
7.201989	1296.629817	1272.451837	24.177979
7.215829	1290.513408	1266.509721	24.003687
7.229670	1284.388597	1260.557984	23.830613
7.243510	1278.256009	1254.597258	23.658751
7.257350	1272.116260	1248.628169	23.488092
7.271191	1265.969962	1242.651332	23.318630
7.285031	1259.817717	1236.667360	23.150356
7.298871	1253.660121	1230.676856	22.983265
7.312712	1247.497763	1224.680414	22.817348
7.326552	1241.331224	1218.678625	22.652599
7.340392	1235.161079	1212.672070	22.489009
7.354233	1228.987895	1206.661322	22.326573
7.368073	1222.812232	1200.646951	22.165282
7.381913	1216.634644	1194.629514	22.005129
7.395754	1210.455675	1188.609566	21.846108
7.409594	1204.275865	1182.587653	21.688212
7.423435	1198.095744	1176.564312	21.531432
7.437275	1191.915839	1170.540076	21.375763
7.451115	1185.736665	1164.515469	21.221196
7.464956	1179.558734	1158.491007	21.067726
7.478796	1173.382548	1152.467203	20.915345
7.492636	1167.208605	1146.444559	20.764046
7.506477	1161.037393	1140.423571	20.613822
7.520317	1154.869395	1134.404728	20.464667
7.534157	1148.705087	1128.388514	20.316573
7.547998	1142.544937	1122.375403	20.169534
7.561838	1136.389408	1116.365865	20.023543
7.575679	1130.238953	1110.360360	19.878593
7.589519	1124.094021	1104.359344	19.734677
7.603359	1117.955054	1098.363266	19.591789
7.617200	1111.822486	1092.372565	19.449921
7.631040	1105.696745	1086.387677	19.309068
7.644880	1099.578253	1080.409030	19.169223
7.658721	1093.467424	1074.437045	19.030379
7.672561	1087.364665	1068.472136	18.892529
7.686401	1081.270379	1062.514712	18.755667
7.700242	1075.184961	1056.565174	18.619787
7.714082	1069.108798	1050.623916	18.484882
7.727923	1063.042273	1044.691329	18.350945
7.741763	1056.985762	1038.767792	18.217970
7.755603	1050.939633	1032.853682	18.085951
7.769444	1044.904250	1026.949369	17.954881
7.783284	1038.879969	1021.055215	17.824754
7.797124	1032.867141	1015.171576	17.695565
7.810965	1026.866109	1009.298804	17.567305
7.824805	1020.877212	1003.437242	17.439970
7.838645	1014.900782	997.587229	17.313553
7.852486	1008.937144	991.749097	17.188048
7.866326	1002.986619	985.923171	17.063448
7.880167	997.049519	980.109771	16.939748
7.894007	991.126154	974.309212	16.816942
7.907847	985.216824	968.521801	16.695023
7.921688	979.321827	962.747841	16.573986
7.935528	973.441453	956.987628	16.453825
7.949368	967.575985	951.241453	16.334532
7.963209	961.725704	945.509600	16.216104
7.977049	955.890882	939.792348	16.098534
7.990889	950.071787	934.089972	15.981815
8.004730	944.268681	928.402739	15.865942
8.018570	938.481822	922.730912	15.750910
8.032411	932.711459	917.074746	15.636713
8.046251	926.957839	911.434495	15.523344
8.060091	921.221202	905.810404	15.410798
8.073932	915.501784	900.202714	15.299070
8.087772	909.799814	894.611660	15.188154
8.101612	904.115517	889.037473	15.078044
8.115453	898.449112	883.480377	14.968734
8.129293	892.800813	877.940593	14.860220
8.143133	887.170831	872.418336	14.752495
8.156974	881.559369	866.913814	14.645555
8.170814	875.966627	861.427233	14.539393
8.184654	870.392798	855.958793	14.434005
8.198495	864.838074	850.508689	14.329384
8.212335	859.302638	845.077111	14.225527
8.226176	853.786670	839.664244	14.122426
8.240016	848.290347	834.270269	14.020077
8.253856	842.813837	828.895362	13.918475
8.267697	837.357309	823.539694	13.817615
8.281537	831.920922	818.203432	13.717491
8.295377	826.504835	812.886737	13.618098
8.309218	821.109199	807.589769	13.519431
8.323058	815.734164	802.312679	13.421485
8.336898	810.379872	797.055617	13.324254
8.350739	805.046463	791.818728	13.227735
8.364579	799.734072	786.602151	13.131921
8.378420	794.442831	781.406023	13.036808
8.392260	789.172866	776.230476	12.942391
8.406100	783.924301	771.075637	12.848664
8.419941	778.697253	765.941629	12.755624
8.433781	773.491838	760.828573	12.663265
8.447621	768.308167	755.736585	12.571582
8.461462	763.146346	750.665774	12.480571
8.475302	758.006478	745.616251	12.390227
8.489142	752.888662	740.588118	12.300544
8.502983	747.792995	735.581476	12.211519
8.516823	742.719567	730.596420	12.123147
8.530664	737.668467	725.633045	12.035422
8.544504	732.639779	720.691438	11.948341
8.558344	727.633584	715.771686	11.861898
8.572185	722.649960	710.873870	11.776090
8.586025	717.688980	705.998069	11.690911
8.599865	712.750715	701.144357	11.606358
8.613706	707.835232	696.312807	11.522425
8.627546	702.942594	691.503486	11.439109
8.641386	698.072863	686.716459	11.356404
8.655227	693.226094	681.951788	11.274306
8.669067	688.402343	677.209531	11.192812
8.682908	683.601660	672.489744	11.111916
8.696748	678.824093	667.792478	11.031615
8.710588	674.069687	663.117783	10.951904
8.724429	669.338483	658.465704	10.872779
8.738269	664.630519	653.836284	10.794235
8.752109	659.945832	649.229564	10.716269
8.765950	655.284455	644.645580	10.638876
8.779790	650.646418	640.084366	10.562052
8.793630	646.031747	635.545954	10.485793
8.807471	641.440467	631.030373	10.410095
8.821311	636.872601	626.537647	10.334953
8.835152	632.328167	622.067802	10.260365
8.848992	627.807181	617.620855	10.186326
8.862832	623.309657	613.196827	10.112831
8.876673	618.835608	608.795731	10.039877
8.890513	614.385041	604.417581	9.967460
8.904353	609.957963	600.062386	9.895576
8.918194	605.554377	595.730156	9.824221
8.932034	601.174286	591.420894	9.753392
8.945874	596.817688	587.134604	9.683084
8.959715	592.484581	582.871287	9.613294
8.973555	588.174958	578.630941	9.544017
8.987395	583.888813	574.413562	9.475251
9.001236	579.626135	570.219144	9.406991
9.015076	575.386913	566.047678	9.339234
9.028917	571.171131	561.899155	9.271976
9.042757	566.978775	557.773562	9.205214
9.056597	562.809826	553.670883	9.138943
9.070438	558.664263	549.591103	9.073160
9.084278	554.542065	545.534203	9.007862
9.098118	550.443207	541.500161	8.943046
9.111959	546.367663	537.488957	8.878706
9.125799	542.315405	533.500564	8.814841
9.139639	538.286404	529.534957	8.751446
9.153480	534.280627	525.592108	8.688519
9.167320	530.298042	521.671987	8.626055
9.181161	526.338613	517.774562	8.564051
9.195001	522.402304	513.899800	8.502505
9.208841	518.489077	510.047665	8.441411
9.222682	514.598890	506.218122	8.380768
9.236522	510.731704	502.411131	8.320572
9.250362	506.887473	498.626653	8.260820
9.264203	503.066154	494.864646	8.201508
9.278043	499.267701	491.125068	8.142633
9.291883	495.492065	487.407873	8.084192
9.305724	491.739198	483.713016	8.026182
9.319564	488.009048	480.040449	7.968599
9.333405	484.301564	476.390124	7.911440
9.347245	480.616693	472.761990	7.854703
9.361085	476.954380	469.155996	7.798384
9.374926	473.314569	465.572089	7.742480
9.388766	469.697203	462.010215	7.686988
9.402606	466.102222	458.470318	7.631904
9.416447	462.529569	454.952342	7.577227
9.430287	458.979182	451.456229	7.522953
9.444127	455.450998	447.981920	7.469078
9.457968	451.944955	444.529355	7.415600
