time,file,coverage,thickness_nm,mean_radius_nm,density_um2,island_count
10s,Nis_Ag_10s_2um_Image_1_features.json,0.3755645751953125,1.9976829773211968,48.67531751703243,38.5,154
30s,Nis_Ag_30s_2um_Image_1_features.json,0.332183837890625,1.0329133959998154,38.70585138910961,58.0,232
40s,Nis_Ag_40s_2um_Image_1_features.json,0.349395751953125,1.6057886203321061,42.71649338571417,40.0,160
50s,Nis_Ag_50s_2um_Image_1.txtNis_Ag_50s_2um_Image_1_features.json,0.3218536376953125,2.2820129382397027,48.98686515981746,28.0,112
60s,Nis_Ag_60s_2um_Image_1.txtNis_Ag_60s_2um_Image_1_features.json,0.3638153076171875,2.336173194883872,55.44961808410761,24.75,99
