   658.634949     (  -17.4089317     ,  0.924091756     )
   659.380249     (  -17.5157642     ,  0.947107494     )
   660.125610     (  -17.5627975     ,  0.953779876     )
   660.870911     (  -17.5994396     ,  0.957612276     )
   661.616272     (  -17.6233120     ,  0.964131474     )
   662.361572     (  -17.6421490     ,  0.971710145     )
   663.106934     (  -17.6703758     ,  0.989840686     )
   663.852295     (  -17.7053337     ,   1.01553714     )
   664.597595     (  -17.7514458     ,   1.01532304     )
   665.342957     (  -17.8113155     ,  0.983145654     )
   666.088257     (  -17.8734493     ,  0.969633460     )
   666.833618     (  -17.9405537     ,  0.997086883     )
   667.578979     (  -17.9964924     ,   1.01928234     )
   668.324280     (  -18.0010185     ,   1.01726222     )
   669.069641     (  -18.0062122     ,   1.01433039     )
   669.814941     (  -18.0260334     ,  0.991487622     )
   670.560303     (  -18.0458527     ,  0.968644857     )
   671.305603     (  -18.1347160     ,  0.952909172     )
   672.050964     (  -18.2304764     ,  0.937883496     )
   672.796326     (  -18.3006058     ,  0.961884975     )
   673.541626     (  -18.3632793     ,  0.997235239     )
   674.286987     (  -18.4025993     ,   1.00458753     )
   675.032288     (  -18.4287910     ,  0.996203780     )
   675.777649     (  -18.4474087     ,   1.00056219     )
   676.522949     (  -18.4586239     ,   1.01737380     )
   677.268311     (  -18.4850674     ,   1.02878952     )
   678.013672     (  -18.5372906     ,   1.03107142     )
   678.758972     (  -18.6024647     ,   1.03462994     )
   679.504333     (  -18.7093182     ,   1.04229629     )
   680.249634     (  -18.8066807     ,   1.04808211     )
   680.994995     (  -18.8212013     ,   1.03745449     )
   681.740295     (  -18.8357220     ,   1.02682698     )
   682.485657     (  -18.8447132     ,   1.03601789     )
   683.231018     (  -18.8535252     ,   1.04585147     )
   683.976318     (  -18.9270687     ,   1.01079571     )
   684.721680     (  -19.0134544     ,  0.966835201     )
   685.466980     (  -19.0709229     ,  0.967184961     )
   686.212341     (  -19.1160202     ,  0.986493587     )
   686.957642     (  -19.1870899     ,   1.01716399     )
   687.703003     (  -19.2780514     ,   1.05653572     )
   688.448364     (  -19.3513565     ,   1.08214450     )
   689.193665     (  -19.4014759     ,   1.08968294     )
   689.939026     (  -19.4390717     ,   1.09521329     )
   690.684326     (  -19.4472294     ,   1.09602380     )
   691.429688     (  -19.4690094     ,   1.09782314     )
   692.174988     (  -19.5599213     ,   1.10464191     )
   692.920349     (  -19.6501083     ,   1.11069143     )
   693.665710     (  -19.7175274     ,   1.09259641     )
   694.411011     (  -19.7849464     ,   1.07450140     )
   695.156372     (  -19.8392143     ,   1.06210911     )
   695.901672     (  -19.8919773     ,   1.05036974     )
   696.647034     (  -19.9142361     ,   1.04094970     )
   697.392395     (  -19.9270554     ,   1.03224719     )
   698.137695     (  -19.9420433     ,   1.01150918     )
   698.883057     (  -19.9583015     ,  0.983707011     )
   699.628357     (  -20.0076237     ,  0.999115348     )
   700.373718     (  -20.0904388     ,   1.05829751     )
   701.119019     (  -20.1625099     ,   1.11062539     )
   701.864380     (  -20.2157631     ,   1.15094924     )
   702.609741     (  -20.2628994     ,   1.17930961     )
   703.355042     (  -20.2895832     ,   1.16767240     )
   704.100403     (  -20.3100815     ,   1.15901423     )
   704.845703     (  -20.2731190     ,   1.17803347     )
   705.591064     (  -20.2361565     ,   1.19705272     )
   706.336365     (  -20.3358612     ,   1.16617846     )
   707.081726     (  -20.4406509     ,   1.13344741     )
   707.827087     (  -20.5561943     ,   1.09358513     )
   708.572388     (  -20.6739197     ,   1.05227590     )
   709.317749     (  -20.7449932     ,   1.05099583     )
   710.063049     (  -20.7959328     ,   1.06699443     )
   710.808411     (  -20.7932930     ,   1.09099984     )
   711.553711     (  -20.7495422     ,   1.12114871     )
   712.299072     (  -20.7426395     ,   1.12732053     )
   713.044434     (  -20.7839489     ,   1.10212064     )
   713.789734     (  -20.8457699     ,   1.09148288     )
   714.535095     (  -20.9552765     ,   1.11469543     )
   715.280396     (  -21.0658722     ,   1.14003348     )
   716.025757     (  -21.1818542     ,   1.17586303     )
   716.771057     (  -21.2942657     ,   1.21083021     )
   717.516418     (  -21.3118992     ,   1.22291374     )
   718.261780     (  -21.3295345     ,   1.23499727     )
   719.007080     (  -21.2869110     ,   1.18507349     )
   719.752441     (  -21.2379074     ,   1.12858307     )
   720.497742     (  -21.3024120     ,   1.09794116     )
   721.243103     (  -21.4003754     ,   1.07491899     )
   721.988403     (  -21.4964924     ,   1.05728757     )
   722.733765     (  -21.5915718     ,   1.04268086     )
   723.479126     (  -21.6725674     ,   1.05623639     )
   724.224426     (  -21.7399769     ,   1.09695876     )
   724.969788     (  -21.7878399     ,   1.11582911     )
   725.715088     (  -21.8034706     ,   1.09866428     )
   726.460449     (  -21.8184776     ,   1.10130239     )
   727.205811     (  -21.8315773     ,   1.16458678     )
   727.951111     (  -21.8477612     ,   1.22688591     )
   728.696472     (  -21.8876953     ,   1.28160000     )
   729.441772     (  -21.9276295     ,   1.33631420     )
   730.187134     (  -22.0765934     ,   1.31237316     )
   730.932434     (  -22.2273350     ,   1.28715074     )
   731.677795     (  -22.3142090     ,   1.26853788     )
   732.423157     (  -22.3900967     ,   1.25106227     )
   733.168457     (  -22.4309406     ,   1.23900306     )
   733.913818     (  -22.4583206     ,   1.22902477     )
   734.659119     (  -22.4701595     ,   1.22528946     )
   735.404480     (  -22.4712868     ,   1.22585678     )
   736.149780     (  -22.4855518     ,   1.20978880     )
   736.895142     (  -22.5151348     ,   1.17432761     )
   737.640503     (  -22.5717010     ,   1.14756358     )
   738.385803     (  -22.6826725     ,   1.13833511     )
   739.131165     (  -22.7845917     ,   1.14729297     )
   739.876465     (  -22.8506813     ,   1.22824252     )
   740.621826     (  -22.9111881     ,   1.30540931     )
   741.367126     (  -22.8995972     ,   1.33373880     )
   742.112488     (  -22.8880081     ,   1.36206830     )
   742.857849     (  -22.8791866     ,   1.36021686     )
   743.603149     (  -22.8705368     ,   1.35652173     )
   744.348511     (  -22.9317856     ,   1.32922637     )
   745.093811     (  -23.0091038     ,   1.29650486     )
   745.839172     (  -23.1143646     ,   1.22653413     )
   746.584473     (  -23.2325382     ,   1.13934934     )
   747.329834     (  -23.3325806     ,   1.13391078     )
   748.075195     (  -23.4180851     ,   1.19400287     )
   748.820496     (  -23.4773884     ,   1.21978891     )
   749.565857     (  -23.5014324     ,   1.19941330     )
   750.311157     (  -23.5023479     ,   1.18452263     )
   751.056519     (  -23.4487591     ,   1.18255615     )
   751.801819     (  -23.4177265     ,   1.18509710     )
   752.547180     (  -23.4970417     ,   1.20968997     )
   753.292542     (  -23.5782623     ,   1.23292148     )
   754.037842     (  -23.7031994     ,   1.22489679     )
   754.783203     (  -23.8281384     ,   1.21687222     )
   755.528503     (  -23.9009533     ,   1.19806302     )
   756.273865     (  -23.9688663     ,   1.17823911     )
   757.019226     (  -24.0322418     ,   1.18865645     )
   757.764526     (  -24.0943851     ,   1.20728254     )
   758.509888     (  -24.1374588     ,   1.25535464     )
   759.255188     (  -24.1706772     ,   1.31864572     )
   760.000549     (  -24.1887093     ,   1.30739176     )
   760.745850     (  -24.1933956     ,   1.23063111     )
   761.491211     (  -24.2436275     ,   1.22104001     )
   762.236572     (  -24.3606052     ,   1.30988646     )
   762.981873     (  -24.4735603     ,   1.36338651     )
   763.727234     (  -24.5761299     ,   1.32562089     )
   764.472534     (  -24.6763229     ,   1.29556525     )
   765.217896     (  -24.7633591     ,   1.30819380     )
   765.963196     (  -24.8480892     ,   1.31920886     )
   766.708557     (  -24.8501244     ,   1.27238905     )
   767.453918     (  -24.8521614     ,   1.22556913     )
   768.199219     (  -24.8311405     ,   1.19680023     )
   768.944580     (  -24.8076019     ,   1.17000103     )
   769.689880     (  -24.8197327     ,   1.18994904     )
   770.435242     (  -24.8421459     ,   1.22337115     )
   771.180542     (  -24.9220791     ,   1.23244810     )
   771.925903     (  -25.0328064     ,   1.22849131     )
   772.671265     (  -25.1627102     ,   1.23817003     )
   773.416565     (  -25.3098450     ,   1.26010299     )
   774.161926     (  -25.3935680     ,   1.28530240     )
   774.907227     (  -25.3830776     ,   1.31535506     )
   775.652588     (  -25.3786392     ,   1.31596732     )
   776.397888     (  -25.3898926     ,   1.24021554     )
   777.143250     (  -25.3976555     ,   1.17763674     )
   777.888611     (  -25.3863087     ,   1.18713069     )
   778.633911     (  -25.3755436     ,   1.19720066     )
   779.379272     (  -25.3829155     ,   1.22519910     )
   780.124573     (  -25.3902874     ,   1.25319755     )
   780.869934     (  -25.5491982     ,   1.23295820     )
   781.615295     (  -25.7234192     ,   1.20784473     )
   782.360596     (  -25.8697929     ,   1.24042189     )
   783.105957     (  -26.0085602     ,   1.28875363     )
   783.851257     (  -26.0602055     ,   1.22672570     )
   784.596619     (  -26.0676003     ,   1.10864246     )
   785.341919     (  -26.0671711     ,   1.16525710     )
   786.087280     (  -26.0601101     ,   1.36994851     )
   786.832642     (  -26.0479164     ,   1.45819330     )
   787.577942     (  -26.0286236     ,   1.38539672     )
   788.323303     (  -26.0376873     ,   1.33831310     )
   789.068604     (  -26.1133938     ,   1.35166860     )
   789.813965     (  -26.2087784     ,   1.37000406     )
   790.559265     (  -26.3952217     ,   1.41138613     )
   791.304626     (  -26.5763206     ,   1.44608140     )
   792.049988     (  -26.6693954     ,   1.37064362     )
   792.795288     (  -26.7624722     ,   1.29520583     )
   793.540649     (  -26.7647362     ,   1.24900341     )
   794.285950     (  -26.7609158     ,   1.20476007     )
   795.031311     (  -26.7080860     ,   1.25591111     )
   795.776611     (  -26.6443253     ,   1.32833612     )
   796.521973     (  -26.6414528     ,   1.29422700     )
   797.267334     (  -26.6648674     ,   1.21411955     )
   798.012634     (  -26.8023624     ,   1.22822189     )
   798.757996     (  -27.0225639     ,   1.31062663     )
   799.503296     (  -27.1771736     ,   1.34815347     )
   800.248657     (  -27.2551842     ,   1.33327436     )
   800.993958     (  -27.3439388     ,   1.34637272     )
   801.739319     (  -27.4532299     ,   1.41294646     )
   802.484680     (  -27.5453072     ,   1.43532896     )
   803.229980     (  -27.5784264     ,   1.30635142     )
   803.975342     (  -27.5991573     ,   1.19283009     )
   804.720642     (  -27.5186653     ,   1.20557714     )
   805.466003     (  -27.4381733     ,   1.21832430     )
   806.211304     (  -27.4595890     ,   1.39998782     )
   806.956665     (  -27.4817696     ,   1.58292091     )
   807.702026     (  -27.6152973     ,   1.57791448     )
   808.447327     (  -27.7645130     ,   1.54643071     )
   809.192688     (  -27.8882351     ,   1.48761857     )
   809.937988     (  -28.0039463     ,   1.42021883     )
   810.683350     (  -28.0821190     ,   1.42131257     )
   811.428711     (  -28.1397038     ,   1.45997667     )
   812.174011     (  -28.1895351     ,   1.47294772     )
   812.919373     (  -28.2325230     ,   1.46324611     )
   813.664673     (  -28.2663898     ,   1.43127048     )
   814.410034     (  -28.2875137     ,   1.36817479     )
   815.155334     (  -28.3140507     ,   1.32836282     )
   815.900696     (  -28.3530006     ,   1.34196019     )
   816.646057     (  -28.4084110     ,   1.36338413     )
   817.391357     (  -28.5337467     ,   1.41806149     )
   818.136719     (  -28.6635437     ,   1.46824920     )
   818.882019     (  -28.8459740     ,   1.46543968     )
   819.627380     (  -29.0284042     ,   1.46263015     )
   820.372681     (  -29.1075439     ,   1.50409269     )
   821.118042     (  -29.1830578     ,   1.54710948     )
   821.863403     (  -29.1674156     ,   1.53172517     )
   822.608704     (  -29.1362896     ,   1.50642145     )
   823.354065     (  -29.1078930     ,   1.44657910     )
   824.099365     (  -29.0804386     ,   1.37484372     )
   824.844727     (  -29.0613327     ,   1.34017599     )
   825.590027     (  -29.0470543     ,   1.32693958     )
   826.335388     (  -29.0413895     ,   1.33456099     )
   827.080750     (  -29.0435505     ,   1.36114109     )
   827.826050     (  -29.1132221     ,   1.39177024     )
   828.571411     (  -29.2781429     ,   1.42811215     )
   829.316711     (  -29.4388237     ,   1.44671941     )
   830.062073     (  -29.5899086     ,   1.42517555     )
   830.807373     (  -29.7326679     ,   1.39730632     )
   831.552734     (  -29.8418026     ,   1.34388995     )
   832.298096     (  -29.9384613     ,   1.30417764     )
   833.043396     (  -29.9107990     ,   1.40103853     )
   833.788757     (  -29.8831348     ,   1.49789929     )
   834.534058     (  -29.9098625     ,   1.45455945     )
   835.279419     (  -29.9374466     ,   1.40901279     )
   836.024719     (  -29.9121113     ,   1.40892649     )
   836.770081     (  -29.8794613     ,   1.41512465     )
   837.515442     (  -29.9351559     ,   1.49364591     )
   838.260742     (  -30.0167675     ,   1.59338498     )
   839.006104     (  -30.1376667     ,   1.62413645     )
   839.751404     (  -30.2780437     ,   1.62068248     )
   840.496765     (  -30.4092407     ,   1.63940322     )
   841.242126     (  -30.5333557     ,   1.67523420     )
   841.987427     (  -30.5813732     ,   1.77463436     )
   842.732788     (  -30.5404625     ,   1.94832170     )
   843.478088     (  -30.5716724     ,   1.95254612     )
   844.223450     (  -30.7319679     ,   1.65346599     )
   844.968750     (  -30.8584003     ,   1.44914675     )
   845.714111     (  -30.8866348     ,   1.51960945     )
   846.459473     (  -30.9236526     ,   1.58451188     )
   847.204773     (  -31.0084820     ,   1.61915290     )
   847.950134     (  -31.0870934     ,   1.66057813     )
   848.695435     (  -31.0583801     ,   1.81911361     )
   849.440796     (  -31.0296669     ,   1.97764921     )
   850.186096     (  -31.1985760     ,   1.93828940     )
   850.931458     (  -31.3767891     ,   1.88961112     )
   851.676819     (  -31.5139217     ,   1.61590266     )
   852.422119     (  -31.6441345     ,   1.30429971     )
   853.167480     (  -31.6308460     ,   1.39791226     )
   853.912781     (  -31.5716686     ,   1.62110603     )
   854.658142     (  -31.5919952     ,   1.72862375     )
   855.403442     (  -31.6532593     ,   1.77657700     )
   856.148804     (  -31.7413788     ,   1.75983739     )
   856.894165     (  -31.8503075     ,   1.69296479     )
   857.639465     (  -31.8974400     ,   1.71067333     )
   858.384827     (  -31.8741379     ,   1.82477856     )
   859.130127     (  -31.8951397     ,   1.81830287     )
   859.875488     (  -31.9908333     ,   1.60852277     )
   860.620789     (  -32.0715408     ,   1.49951923     )
   861.366150     (  -32.1133003     ,   1.65238917     )
   862.111511     (  -32.1743202     ,   1.77199221     )
   862.856812     (  -32.3204842     ,   1.74451959     )
   863.602173     (  -32.4538307     ,   1.72275054     )
   864.347473     (  -32.4602585     ,   1.75747883     )
   865.092834     (  -32.4666862     ,   1.79220712     )
   865.838135     (  -32.4941940     ,   1.65000439     )
   866.583496     (  -32.5217018     ,   1.50778568     )
   867.328857     (  -32.4762917     ,   1.56392276     )
   868.074158     (  -32.4235725     ,   1.63993073     )
   868.819519     (  -32.4893951     ,   1.66419959     )
   869.564819     (  -32.5814362     ,   1.67702472     )
   870.310181     (  -32.6544914     ,   1.69943440     )
   871.055542     (  -32.7205162     ,   1.72539413     )
   871.800842     (  -32.8143692     ,   1.71455336     )
   872.546204     (  -32.9237938     ,   1.68312740     )
   873.291504     (  -33.0259628     ,   1.65245748     )
   874.036865     (  -33.1222992     ,   1.62239611     )
   874.782166     (  -33.1602058     ,   1.60440469     )
   875.527527     (  -33.1315498     ,   1.60016358     )
   876.272888     (  -33.1264648     ,   1.62351620     )
   877.018188     (  -33.1595154     ,   1.69151413     )
   877.763550     (  -33.1958199     ,   1.72268403     )
   878.508850     (  -33.2398224     ,   1.66684747     )
   879.254211     (  -33.2850304     ,   1.61976302     )
   879.999512     (  -33.3346977     ,   1.60487759     )
   880.744873     (  -33.3723030     ,   1.58139336     )
   881.490234     (  -33.3299904     ,   1.50091958     )
   882.235535     (  -33.3006973     ,   1.43003225     )
   882.980896     (  -33.5219994     ,   1.54365110     )
   883.726196     (  -33.7433052     ,   1.65726995     )
   884.471558     (  -33.9003220     ,   1.64578617     )
   885.216858     (  -34.0552673     ,   1.63026559     )
   885.962219     (  -34.1126328     ,   1.56020355     )
   886.707581     (  -34.1578102     ,   1.48333120     )
   887.452881     (  -34.1675529     ,   1.44468534     )
   888.198242     (  -34.1690025     ,   1.41497874     )
   888.943542     (  -34.1257095     ,   1.39673591     )
   889.688904     (  -34.0661011     ,   1.38267183     )
   890.434204     (  -34.0895157     ,   1.42442977     )
   891.179565     (  -34.1563873     ,   1.49541044     )
   891.924927     (  -34.2635384     ,   1.50963461     )
   892.670227     (  -34.3997574     ,   1.48289573     )
   893.415588     (  -34.5361595     ,   1.50088513     )
   894.160889     (  -34.6727409     ,   1.56246054     )
   894.906250     (  -34.8122711     ,   1.61029708     )
   895.651550     (  -34.9556541     ,   1.64015687     )
   896.396912     (  -35.0602608     ,   1.70605445     )
   897.142273     (  -35.0962334     ,   1.83572674     )
   897.887573     (  -35.1034737     ,   1.87957132     )
   898.632935     (  -35.0403442     ,   1.71319008     )
   899.378235     (  -34.9841499     ,   1.62434602     )
   900.123596     (  -34.9525528     ,   1.81029868     )
   900.868958     (  -34.9318466     ,   1.93312979     )
   901.614258     (  -34.9722443     ,   1.70186412     )
   902.359619     (  -35.0153618     ,   1.48775995     )
   903.104919     (  -35.0882645     ,   1.46141922     )
   903.850281     (  -35.1626778     ,   1.43570042     )
   904.595581     (  -35.3231506     ,   1.44538367     )
   905.340942     (  -35.4836273     ,   1.45506692     )
   906.086304     (  -35.5662727     ,   1.44019544     )
   906.831604     (  -35.6450043     ,   1.42408836     )
   907.576965     (  -35.8100128     ,   1.48263812     )
   908.322266     (  -35.9858932     ,   1.55059767     )
   909.067627     (  -36.0216103     ,   1.54692888     )
   909.812927     (  -36.0276604     ,   1.52810323     )
   910.558289     (  -36.0373039     ,   1.45651925     )
   911.303650     (  -36.0480576     ,   1.36862600     )
   912.048950     (  -36.0401077     ,   1.46026254     )
   912.794312     (  -36.0242805     ,   1.62752604     )
   913.539612     (  -36.0331001     ,   1.69388950     )
   914.284973     (  -36.0555077     ,   1.70461607     )
   915.030273     (  -36.1075821     ,   1.65937185     )
   915.775635     (  -36.1805420     ,   1.57472456     )
   916.520996     (  -36.2935410     ,   1.54540479     )
   917.266296     (  -36.4419861     ,   1.56506109     )
   918.011658     (  -36.5965729     ,   1.61974180     )
   918.756958     (  -36.7579308     ,   1.71305454     )
   919.502319     (  -36.8804932     ,   1.80318940     )
   920.247620     (  -36.9498520     ,   1.88896692     )
   920.992981     (  -37.0591087     ,   1.91531098     )
   921.738342     (  -37.2364769     ,   1.84019983     )
   922.483643     (  -37.3402634     ,   1.85474491     )
   923.229004     (  -37.2864685     ,   2.06128836     )
   923.974304     (  -37.2371483     ,   2.14089775     )
   924.719666     (  -37.2000046     ,   1.87505352     )
   925.464966     (  -37.1884155     ,   1.62709618     )
   926.210327     (  -37.2671394     ,   1.44234598     )
   926.955688     (  -37.3382034     ,   1.27648938     )
   927.700989     (  -37.3728600     ,   1.20048606     )
   928.446350     (  -37.4201050     ,   1.17119980     )
   929.191650     (  -37.5528831     ,   1.45931005     )
   929.937012     (  -37.6813774     ,   1.72513020     )
   930.682373     (  -37.7634850     ,   1.74946916     )
   931.427673     (  -37.8455048     ,   1.76515174     )
   932.173035     (  -37.9255562     ,   1.58346939     )
   932.918335     (  -38.0056534     ,   1.40213013     )
   933.663696     (  -38.1290359     ,   1.56306446     )
   934.408997     (  -38.2524185     ,   1.72399867     )
   935.154358     (  -38.4714012     ,   1.63251615     )
   935.899719     (  -38.6942024     ,   1.53096092     )
   936.645020     (  -38.7083321     ,   1.57835531     )
   937.390381     (  -38.7052307     ,   1.63804936     )
   938.135681     (  -38.5225677     ,   1.63663101     )
   938.881042     (  -38.3171120     ,   1.62745643     )
   939.626343     (  -38.2038612     ,   1.75169265     )
   940.371704     (  -38.1065483     ,   1.89899588     )
   941.117065     (  -38.3624725     ,   1.85038412     )
   941.862366     (  -38.6963577     ,   1.75852954     )
   942.607727     (  -38.8381386     ,   1.67399693     )
   943.353027     (  -38.9281044     ,   1.59143889     )
   944.098389     (  -39.0258827     ,   1.94298267     )
   944.843689     (  -39.1261559     ,   2.43339682     )
   945.589050     (  -39.0830040     ,   2.12166476     )
   946.334412     (  -38.9865723     ,   1.51196158     )
   947.079712     (  -39.0783005     ,   1.47206950     )
   947.825073     (  -39.2497940     ,   1.67371774     )
   948.570374     (  -39.3550034     ,   1.80610168     )
   949.315735     (  -39.4286232     ,   1.90547717     )
   950.061035     (  -39.4336815     ,   2.08245611     )
   950.806396     (  -39.4024429     ,   2.30051947     )
   951.551758     (  -39.4884377     ,   2.14322233     )
   952.297058     (  -39.6426544     ,   1.76750743     )
   953.042419     (  -39.7492828     ,   1.95063531     )
   953.787720     (  -39.8257713     ,   2.48778391     )
   954.533081     (  -39.8045235     ,   2.15727472     )
   955.278381     (  -39.7164383     ,   1.23336649     )
   956.023743     (  -39.9062576     ,   1.13918173     )
   956.769104     (  -40.2994690     ,   1.65225196     )
   957.514404     (  -40.4559975     ,   1.77040970     )
   958.259766     (  -40.4285736     ,   1.58163822     )
   959.005066     (  -40.3784065     ,   1.42627597     )
   959.750427     (  -40.3096161     ,   1.29827571     )
   960.495789     (  -40.3293610     ,   1.62392271     )
   961.241089     (  -40.4249687     ,   2.33827448     )
   961.986450     (  -40.3830261     ,   2.62874579     )
   962.731750     (  -40.2187653     ,   2.54227591     )
   963.477112     (  -40.1732635     ,   2.47097516     )
   964.222412     (  -40.2365303     ,   2.41356730     )
   964.967773     (  -40.2511902     ,   2.18297911     )
   965.713135     (  -40.2203217     ,   1.79020500     )
   966.458435     (  -40.3265343     ,   1.71871114     )
   967.203796     (  -40.5630264     ,   1.95255649     )
   967.949097     (  -40.8605232     ,   2.19159245     )
   968.694458     (  -41.2163887     ,   2.43559527     )
   969.439758     (  -41.3431320     ,   2.42382002     )
   970.185120     (  -41.2507820     ,   2.16746283     )
   970.930481     (  -41.4344254     ,   2.08146691     )
   971.675781     (  -41.8797264     ,   2.15698481     )
   972.421143     (  -42.1489372     ,   2.09245944     )
   973.166443     (  -42.2539215     ,   1.89732957     )
   973.911804     (  -42.2589798     ,   1.81654072     )
   974.657104     (  -42.1731529     ,   1.83975518     )
   975.402466     (  -42.0983696     ,   1.84572256     )
   976.147827     (  -42.0333099     ,   1.83650994     )
   976.893127     (  -42.0361977     ,   1.83324111     )
   977.638489     (  -42.0965004     ,   1.83499384     )
   978.383789     (  -42.1267509     ,   1.79375398     )
   979.129150     (  -42.1328354     ,   1.71793830     )
   979.874451     (  -42.0847397     ,   1.72228408     )
   980.619812     (  -41.9955330     ,   1.78744960     )
   981.365173     (  -42.2545776     ,   1.90062261     )
   982.110474     (  -42.7606010     ,   2.04784226     )
   982.855835     (  -43.0398254     ,   2.19029593     )
   983.601135     (  -43.1700974     ,   2.32961917     )
   984.346497     (  -43.4184952     ,   2.31902289     )
   985.091797     (  -43.7379684     ,   2.21821284     )
   985.837158     (  -43.8632965     ,   1.99416888     )
   986.582520     (  -43.8827858     ,   1.70294189     )
   987.327820     (  -43.8836708     ,   1.72046983     )
   988.073181     (  -43.8754883     ,   1.88852906     )
   988.818481     (  -43.7514267     ,   2.10114455     )
   989.563843     (  -43.5775757     ,   2.33290577     )
   990.309204     (  -43.4485321     ,   2.52082753     )
   991.054504     (  -43.3361397     ,   2.69245434     )
   991.799866     (  -43.3722038     ,   2.51812601     )
   992.545166     (  -43.4549408     ,   2.23503256     )
   993.290527     (  -43.4363708     ,   2.21982765     )
   994.035828     (  -43.3916435     ,   2.27378345     )
   994.781189     (  -43.3826561     ,   2.23815036     )
   995.526550     (  -43.3809280     ,   2.18430996     )
   996.271851     (  -43.4700851     ,   2.07906151     )
   997.017212     (  -43.5728416     ,   1.96612072     )
   997.762512     (  -43.8261147     ,   1.86103284     )
   998.507874     (  -44.0941277     ,   1.75671411     )
   999.253174     (  -43.8747330     ,   2.41640306     )
   999.998535     (  -43.6319504     ,   3.11275339     )
