   290.439240     (   1.06020725     ,   3.09030914     )
   291.184570     (   1.08957183     ,   3.10680819     )
   291.929901     (   1.11893642     ,   3.12330723     )
   292.675262     (   1.18789923     ,   3.01965714     )
   293.420593     (   1.25883961     ,   2.91000676     )
   294.165924     (   1.27839220     ,   2.86946917     )
   294.911255     (   1.28655112     ,   2.84425521     )
   295.656586     (   1.32247734     ,   2.79428840     )
   296.401917     (   1.37119853     ,   2.73291540     )
   297.147247     (   1.42424786     ,   2.68532610     )
   297.892609     (   1.48083115     ,   2.64899039     )
   298.637939     (   1.50809419     ,   2.60733175     )
   299.383270     (   1.49426329     ,   2.55821204     )
   300.128601     (   1.48863125     ,   2.49710274     )
   300.873932     (   1.50385404     ,   2.40549588     )
   301.619263     (   1.51822352     ,   2.31945443     )
   302.364594     (   1.52767611     ,   2.26547694     )
   303.109955     (   1.53723311     ,   2.21099663     )
   303.855286     (   1.55440855     ,   2.11987734     )
   304.600616     (   1.57158387     ,   2.02875805     )
   305.345947     (   1.53677356     ,   1.94180810     )
   306.091278     (   1.49481571     ,   1.85543144     )
   306.836609     (   1.46843660     ,   1.74295092     )
   307.581970     (   1.44739890     ,   1.62152028     )
   308.327301     (   1.40229678     ,   1.56190741     )
   309.072632     (   1.34181583     ,   1.54180014     )
   309.817963     (   1.30216360     ,   1.48237348     )
   310.563293     (   1.28548348     ,   1.37958097     )
   311.308624     (   1.25937831     ,   1.29854178     )
   312.053955     (   1.21504879     ,   1.25956488     )
   312.799316     (   1.16333365     ,   1.21535599     )
   313.544647     (   1.08318257     ,   1.15100336     )
   314.289978     (   1.00486982     ,   1.08604419     )
   315.035309     (  0.950464487     ,   1.01319659     )
   315.780640     (  0.896059155     ,  0.940349042     )
   316.525970     (  0.835929215     ,  0.875768185     )
   317.271301     (  0.775411844     ,  0.811746657     )
   318.016663     (  0.700381577     ,  0.747973084     )
   318.761993     (  0.621763051     ,  0.684260786     )
   319.507324     (  0.539561450     ,  0.635231137     )
   320.252655     (  0.455569953     ,  0.593536198     )
   320.997986     (  0.377432853     ,  0.554672956     )
   321.743317     (  0.304446608     ,  0.518301129     )
   322.488678     (  0.232782066     ,  0.484367013     )
   323.234009     (  0.163125232     ,  0.454135746     )
   323.979340     (   9.33193490E-02 ,  0.425848782     )
   324.724670     (   2.30936464E-02 ,  0.403038710     )
   325.470001     (  -4.73882295E-02 ,  0.380901337     )
   326.215332     ( -0.119631454     ,  0.363389432     )
   326.960663     ( -0.191874683     ,  0.345877528     )
   327.706024     ( -0.263915211     ,  0.337240487     )
   328.451355     ( -0.335954070     ,  0.328676224     )
   329.196686     ( -0.401855230     ,  0.325464368     )
   329.942017     ( -0.466730624     ,  0.323147029     )
   330.687347     ( -0.530247867     ,  0.322133034     )
   331.432678     ( -0.593241274     ,  0.321621746     )
   332.178009     ( -0.653965950     ,  0.326219857     )
   332.923370     ( -0.713091552     ,  0.334419459     )
   333.668701     ( -0.770509779     ,  0.342232257     )
   334.414032     ( -0.825852811     ,  0.349574864     )
   335.159363     ( -0.878525615     ,  0.357226521     )
   335.904694     ( -0.925423443     ,  0.365546495     )
   336.650024     ( -0.970967591     ,  0.373400033     )
   337.395386     (  -1.01038599     ,  0.379142910     )
