# Z_nm	Fit_totale_conteggi	LogN1_conteggi	LogN2_conteggi
13.017652	761.742142	517.819987	243.922155
13.048005	746.232243	503.373623	242.858620
13.078359	731.056688	489.261090	241.795598
13.108712	716.210661	475.477504	240.733157
13.139066	701.689295	462.017930	239.671366
13.169419	687.487678	448.877389	238.610289
13.199773	673.600859	436.050867	237.549992
13.230126	660.023856	423.533317	236.490538
13.260479	646.751660	411.319669	235.431991
13.290833	633.779244	399.404832	234.374412
13.321186	621.101566	387.783704	233.317862
13.351540	608.713575	376.451175	232.262400
13.381893	596.610218	365.402133	231.208085
13.412246	584.786441	354.631466	230.154975
13.442600	573.237199	344.134072	229.103127
13.472953	561.957455	333.904859	228.052596
13.503307	550.942189	323.938752	227.003437
13.533660	540.186398	314.230694	225.955704
13.564014	529.685104	304.775655	224.909450
13.594367	519.433355	295.568629	223.864726
13.624720	509.426226	286.604642	222.821584
13.655074	499.658829	277.878756	221.780073
13.685427	490.126310	269.386067	220.740243
13.715781	480.823855	261.121713	219.702142
13.746134	471.746691	253.080873	218.665818
13.776488	462.890089	245.258773	217.631316
13.806841	454.249368	237.650686	216.598682
13.837194	445.819894	230.251933	215.567961
13.867548	437.597084	223.057888	214.539197
13.897901	429.576410	216.063978	213.512432
13.928255	421.753395	209.265686	212.487710
13.958608	414.123621	202.658550	211.465070
13.988961	406.682724	196.238169	210.444554
14.019315	399.426401	190.000199	209.426202
14.049668	392.350409	183.940357	208.410052
14.080022	385.450564	178.054422	207.396142
14.110375	378.722746	172.338237	206.384509
14.140729	372.162897	166.787706	205.375191
14.171082	365.767021	161.398798	204.368222
14.201435	359.531187	156.167548	203.363639
14.231789	353.451529	151.090055	202.361474
14.262142	347.524245	146.162483	201.361762
14.292496	341.745599	141.381064	200.364535
14.322849	336.111920	136.742094	199.369825
14.353203	330.619602	132.241938	198.377665
14.383556	325.265106	127.877023	197.388083
14.413909	320.044958	123.643848	196.401110
14.444263	314.955750	119.538973	195.416776
14.474616	309.994138	115.559029	194.435109
14.504970	305.156846	111.700709	193.456137
14.535323	300.440660	107.960774	192.479886
14.565676	295.842434	104.336050	191.506384
14.596030	291.359084	100.823427	190.535657
14.626383	286.987591	97.419862	189.567729
14.656737	282.724999	94.122373	188.602626
14.687090	278.568414	90.928044	187.640371
14.717444	274.515008	87.834021	186.680987
14.747797	270.562011	84.837512	185.724498
14.778150	266.706716	81.935790	184.770926
14.808504	262.946476	79.126185	183.820292
14.838857	259.278706	76.406089	182.872617
14.869211	255.700877	73.772956	181.927921
14.899564	252.210521	71.224296	180.986225
14.929918	248.805227	68.757679	180.047548
14.960271	245.482640	66.370732	179.111909
14.990624	242.240463	64.061138	178.179324
15.020978	239.076452	61.826639	177.249814
15.051331	235.988421	59.665028	176.323393
15.081685	232.974234	57.574154	175.400080
15.112038	230.031810	55.551920	174.479889
15.142391	227.159119	53.596282	173.562837
15.172745	224.354184	51.705245	172.648939
15.203098	221.615075	49.876866	171.738209
15.233452	218.939915	48.109254	170.830661
15.263805	216.326872	46.400564	169.926308
15.294159	213.774165	44.749000	169.025165
15.324512	211.280057	43.152814	168.127243
15.354865	208.842857	41.610303	167.232555
15.385219	206.460922	40.119810	166.341112
15.415572	204.132649	38.679724	165.452925
15.445926	201.856480	37.288474	164.568006
15.476279	199.630900	35.944536	163.686365
15.506633	197.454434	34.646424	162.808011
15.536986	195.325649	33.392695	161.932954
15.567339	193.243149	32.181945	161.061204
15.597693	191.205581	31.012812	160.192769
15.628046	189.211625	29.883968	159.327657
15.658400	187.260001	28.794126	158.465876
15.688753	185.349466	27.742033	157.607433
15.719106	183.478811	26.726475	156.752337
15.749460	181.646861	25.746269	155.900592
15.779813	179.852476	24.800270	155.052206
15.810167	178.094549	23.887364	154.207185
15.840520	176.372005	23.006470	153.365534
15.870874	174.683799	22.156539	152.527259
15.901227	173.028918	21.336554	151.692364
15.931580	171.406380	20.545526	150.860854
15.961934	169.815231	19.782498	150.032733
15.992287	168.254544	19.046539	149.208005
16.022641	166.723422	18.336748	148.386673
16.052994	165.220993	17.652252	147.568741
16.083348	163.746414	16.992202	146.754212
16.113701	162.298865	16.355777	145.943087
16.144054	160.877551	15.742181	145.135370
16.174408	159.481704	15.150642	144.331062
16.204761	158.110576	14.580411	143.530165
16.235115	156.763445	14.030765	142.732680
16.265468	155.439609	13.501001	141.938609
16.295821	154.138390	12.990439	141.147951
16.326175	152.859129	12.498421	140.360708
16.356528	151.601189	12.024309	139.576880
16.386882	150.363952	11.567486	138.796466
16.417235	149.146821	11.127354	138.019467
16.447589	147.949216	10.703335	137.245881
16.477942	146.770576	10.294868	136.475708
16.508295	145.610359	9.901412	135.708947
16.538649	144.468038	9.522442	134.945596
16.569002	143.343105	9.157451	134.185654
16.599356	142.235067	8.805948	133.429119
16.629709	141.143448	8.467459	132.675989
16.660063	140.067785	8.141524	131.926261
16.690416	139.007633	7.827699	131.179933
16.720769	137.962559	7.525556	130.437003
16.751123	136.932145	7.234679	129.697467
16.781476	135.915988	6.954666	128.961321
16.811830	134.913694	6.685131	128.228564
16.842183	133.924887	6.425697	127.499190
16.872536	132.949201	6.176004	126.773197
16.902890	131.986280	5.935701	126.050579
16.933243	131.035783	5.704449	125.331334
16.963597	130.097378	5.481922	124.615456
16.993950	129.170746	5.267805	123.902941
17.024304	128.255577	5.061793	123.193784
17.054657	127.351571	4.863591	122.487980
17.085010	126.458439	4.672914	121.785524
17.115364	125.575901	4.489490	121.086411
17.145717	124.703687	4.313051	120.390636
17.176071	123.841535	4.143344	119.698191
17.206424	122.989192	3.980120	119.009072
17.236778	122.146415	3.823141	118.323274
17.267131	121.312966	3.672178	117.640788
17.297484	120.488618	3.527008	116.961610
17.327838	119.673149	3.387417	116.285733
17.358191	118.866348	3.253198	115.613150
17.388545	118.068006	3.124152	114.943854
17.418898	117.277926	3.000087	114.277839
17.449251	116.495915	2.880817	113.615098
17.479605	115.721786	2.766163	112.955623
17.509958	114.955360	2.655953	112.299407
17.540312	114.196463	2.550019	111.646443
17.570665	113.444926	2.448203	110.996723
17.601019	112.700588	2.350348	110.350240
17.631372	111.963292	2.256307	109.706985
17.661725	111.232886	2.165934	109.066952
17.692079	110.509223	2.079092	108.430131
17.722432	109.792161	1.995647	107.796514
17.752786	109.081564	1.915470	107.166095
17.783139	108.377300	1.838437	106.538863
17.813493	107.679239	1.764429	105.914810
17.843846	106.987259	1.693330	105.293929
17.874199	106.301240	1.625030	104.676210
17.904553	105.621067	1.559421	104.061645
17.934906	104.946626	1.496401	103.450225
17.965260	104.277811	1.435871	102.841940
17.995613	103.614516	1.377734	102.236782
18.025966	102.956642	1.321899	101.634742
18.056320	102.304089	1.268278	101.035810
18.086673	101.656763	1.216785	100.439978
18.117027	101.014572	1.167337	99.847235
18.147380	100.377429	1.119857	99.257573
18.177734	99.745248	1.074267	98.670981
18.208087	99.117945	1.030494	98.087451
18.238440	98.495440	0.988469	97.506972
18.268794	97.877657	0.948122	96.929534
18.299147	97.264518	0.909389	96.355129
18.329501	96.655953	0.872207	95.783746
18.359854	96.051890	0.836515	95.215375
18.390208	95.452261	0.802255	94.650006
18.420561	94.857000	0.769370	94.087630
18.450914	94.266043	0.737808	93.528235
18.481268	93.679328	0.707516	92.971812
18.511621	93.096795	0.678445	92.418350
18.541975	92.518385	0.650545	91.867840
18.572328	91.944042	0.623772	91.320270
18.602682	91.373712	0.598080	90.775631
18.633035	90.807340	0.573428	90.233913
18.663388	90.244877	0.549773	89.695103
18.693742	89.686270	0.527077	89.159193
18.724095	89.131473	0.505302	88.626171
18.754449	88.580438	0.484410	88.096028
18.784802	88.033118	0.464367	87.568751
18.815155	87.489471	0.445140	87.044331
18.845509	86.949451	0.426695	86.522757
18.875862	86.413019	0.409001	86.004018
18.906216	85.880132	0.392029	85.488103
18.936569	85.350752	0.375750	84.975001
18.966923	84.824839	0.360136	84.464703
18.997276	84.302356	0.345160	83.957196
19.027629	83.783267	0.330798	83.452469
19.057983	83.267536	0.317023	82.950513
19.088336	82.755128	0.303813	82.451316
19.118690	82.246011	0.291145	81.954866
19.149043	81.740151	0.278997	81.461154
19.179397	81.237515	0.267348	80.970167
19.209750	80.738074	0.256179	80.481895
19.240103	80.241796	0.245469	79.996328
19.270457	79.748652	0.235200	79.513453
19.300810	79.258614	0.225354	79.033259
19.331164	78.771652	0.215915	78.555736
19.361517	78.287739	0.206866	78.080873
19.391870	77.806848	0.198190	77.608658
19.422224	77.328953	0.189873	77.139080
19.452577	76.854029	0.181900	76.672128
19.482931	76.382049	0.174258	76.207791
19.513284	75.912990	0.166932	75.746058
19.543638	75.446828	0.159910	75.286917
19.573991	74.983538	0.153180	74.830358
19.604344	74.523098	0.146729	74.376369
19.634698	74.065485	0.140546	73.924939
19.665051	73.610677	0.134620	73.476057
19.695405	73.158652	0.128941	73.029711
19.725758	72.709389	0.123499	72.585890
19.756112	72.262868	0.118283	72.144584
19.786465	71.819066	0.113285	71.705781
19.816818	71.377966	0.108495	71.269470
19.847172	70.939546	0.103906	70.835640
19.877525	70.503787	0.099508	70.404279
19.907879	70.070671	0.095294	69.975377
19.938232	69.640178	0.091257	69.548921
19.968585	69.212290	0.087389	69.124902
19.998939	68.786990	0.083682	68.703307
20.029292	68.364258	0.080131	68.284127
20.059646	67.944078	0.076729	67.867348
20.089999	67.526432	0.073470	67.452962
20.120353	67.111303	0.070348	67.040956
20.150706	66.698675	0.067357	66.631318
20.181059	66.288531	0.064492	66.224040
20.211413	65.880855	0.061747	65.819108
20.241766	65.475630	0.059118	65.416512
20.272120	65.072841	0.056599	65.016241
20.302473	64.672472	0.054187	64.618284
20.332827	64.274507	0.051877	64.222630
20.363180	63.878932	0.049664	63.829268
20.393533	63.485732	0.047544	63.438187
20.423887	63.094891	0.045514	63.049376
20.454240	62.706394	0.043570	62.662824
20.484594	62.320228	0.041708	62.278520
20.514947	61.936378	0.039925	61.896453
20.545300	61.554830	0.038217	61.516612
20.575654	61.175569	0.036582	61.138987
20.606007	60.798583	0.035016	60.763566
20.636361	60.423856	0.033517	60.390339
20.666714	60.051376	0.032081	60.019295
20.697068	59.681129	0.030706	59.650423
