# Z_nm	Fit_totale_conteggi	Gauss1_conteggi	Gauss2_conteggi
7.064719	1125.867848	1056.817482	69.050367
7.095171	1156.349337	1086.849873	69.499464
7.125622	1187.322679	1117.373185	69.949494
7.156073	1218.781565	1148.381127	70.400438
7.186525	1250.719029	1179.866754	70.852275
7.216976	1283.127445	1211.822458	71.304987
7.247428	1315.998513	1244.239961	71.758552
7.277879	1349.323256	1277.110306	72.212950
7.308330	1383.092013	1310.423852	72.668161
7.338782	1417.294431	1344.170268	73.124163
7.369233	1451.919465	1378.338529	73.580936
7.399684	1486.955369	1412.916910	74.038458
7.430136	1522.389699	1447.892990	74.496709
7.460587	1558.209308	1483.253643	74.955666
7.491039	1594.400349	1518.985042	75.415307
7.521490	1630.948274	1555.072663	75.875611
7.551941	1667.837834	1591.501279	76.336555
7.582393	1705.053088	1628.254970	76.798118
7.612844	1742.577404	1665.317128	77.260276
7.643295	1780.393465	1702.670458	77.723006
7.673747	1818.483275	1740.296989	78.186286
7.704198	1856.828172	1778.178079	78.650093
7.734650	1895.408833	1816.294430	79.114403
7.765101	1934.205286	1854.626093	79.579193
7.795552	1973.196925	1893.152485	80.044439
7.826004	2012.362518	1931.852400	80.510118
7.856455	2051.680228	1970.704024	80.976204
7.886906	2091.127627	2009.684952	81.442675
7.917358	2130.681710	2048.772205	81.909505
7.947809	2170.318919	2087.942248	82.376670
7.978261	2210.015159	2127.171013	82.844146
8.008712	2249.745824	2166.433916	83.311907
8.039163	2289.485813	2205.705883	83.779929
8.069615	2329.209559	2244.961372	84.248186
8.100066	2368.891052	2284.174398	84.716653
8.130517	2408.503866	2323.318561	85.185305
8.160969	2448.021184	2362.367069	85.654115
8.191420	2487.415831	2401.292773	86.123058
8.221872	2526.660297	2440.068190	86.592107
8.252323	2565.726774	2478.665536	87.061238
8.282774	2604.587182	2517.056760	87.530423
8.313226	2643.213206	2555.213571	87.999636
8.343677	2681.576326	2593.107476	88.468850
8.374128	2719.647853	2630.709814	88.938039
8.404580	2757.398962	2667.991787	89.407176
8.435031	2794.800731	2704.924498	89.876233
8.465483	2831.824174	2741.478990	90.345184
8.495934	2868.440279	2777.626277	90.814002
8.526385	2904.620047	2813.337389	91.282658
8.556837	2940.334529	2848.583403	91.751126
8.587288	2975.554862	2883.335484	92.219378
8.617739	3010.252313	2917.564927	92.687385
8.648191	3044.398312	2951.243191	93.155121
8.678642	3077.964497	2984.341940	93.622557
8.709094	3110.922749	3016.833084	94.089665
8.739545	3143.245232	3048.688816	94.556416
8.769996	3174.904436	3079.881653	95.022783
8.800448	3205.873211	3110.384474	95.488736
8.830899	3236.124810	3140.170561	95.954248
8.861350	3265.632926	3169.213636	96.419290
8.891802	3294.371732	3197.487899	96.883832
8.922253	3322.315916	3224.968069	97.347847
8.952705	3349.440722	3251.629418	97.811304
8.983156	3375.721985	3277.447809	98.274175
9.013607	3401.136168	3302.399737	98.736431
9.044059	3425.660398	3326.462355	99.198043
9.074510	3449.272499	3349.613518	99.658981
9.104961	3471.951029	3371.831813	100.119216
9.135413	3493.675309	3393.096590	100.578718
9.165864	3514.425458	3413.388000	101.037459
9.196316	3534.182425	3432.687018	101.495407
9.226767	3552.928014	3450.975479	101.952535
9.257218	3570.644915	3468.236104	102.408811
9.287670	3587.316734	3484.452528	102.864206
9.318121	3602.928014	3499.609324	103.318690
9.348572	3617.464263	3513.692029	103.772234
9.379024	3630.911975	3526.687167	104.224807
9.409475	3643.258651	3538.582271	104.676380
9.439927	3654.492823	3549.365901	105.126922
9.470378	3664.604068	3559.027665	105.576403
9.500829	3673.583024	3567.558231	106.024793
9.531281	3681.421411	3574.949349	106.472062
9.561732	3688.112038	3581.193858	106.918180
9.592183	3693.648818	3586.285701	107.363116
9.622635	3698.026775	3590.219934	107.806841
9.653086	3701.242058	3592.992734	108.249323
9.683538	3703.291938	3594.601404	108.690534
9.713989	3704.174820	3595.044379	109.130441
9.744440	3703.890244	3594.321228	109.569016
9.774892	3702.438882	3592.432655	110.006227
9.805343	3699.822541	3589.380496	110.442044
9.835794	3696.044159	3585.167720	110.876438
9.866246	3691.107798	3579.798420	111.309377
9.896697	3685.018641	3573.277809	111.740832
9.927149	3677.782980	3565.612209	112.170772
9.957600	3669.408210	3556.809044	112.599166
9.988051	3659.902811	3546.876826	113.025985
10.018503	3649.276340	3535.825141	113.451198
10.048954	3637.539412	3523.664637	113.874775
10.079406	3624.703687	3510.407001	114.296686
10.109857	3610.781845	3496.064946	114.716900
10.140308	3595.787572	3480.652185	115.135387
10.170760	3579.735534	3464.183416	115.552118
10.201211	3562.641355	3446.674293	115.967062
10.231662	3544.521592	3428.141403	116.380189
10.262114	3525.393710	3408.602242	116.791469
10.292565	3505.276055	3388.075183	117.200872
10.323017	3484.187819	3366.579451	117.608368
10.353468	3462.149020	3344.135092	118.013928
10.383919	3439.180463	3320.762941	118.417521
10.414371	3415.303710	3296.484591	118.819119
10.444822	3390.541049	3271.322359	119.218691
10.475273	3364.915458	3245.299251	119.616207
10.505725	3338.450569	3218.438930	120.011639
10.536176	3311.170633	3190.765676	120.404957
10.566628	3283.100486	3162.304355	120.796131
10.597079	3254.265508	3133.080375	121.185133
10.627530	3224.691587	3103.119655	121.571933
10.657982	3194.405083	3072.448581	121.956502
10.688433	3163.432785	3041.093974	122.338811
10.718884	3131.801875	3009.083043	122.718832
10.749336	3099.539890	2976.443355	123.096535
10.779787	3066.674678	2943.202786	123.471893
10.810239	3033.234365	2909.389490	123.844876
10.840690	2999.247310	2875.031855	124.215455
10.871141	2964.742069	2840.158465	124.583604
10.901593	2929.747355	2804.798062	124.949294
10.932044	2894.291999	2768.979503	125.312496
10.962495	2858.404909	2732.731727	125.673183
10.992947	2822.115037	2696.083711	126.031326
11.023398	2785.451337	2659.064438	126.386899
11.053850	2748.442728	2621.702853	126.739874
11.084301	2711.118057	2584.027834	127.090224
11.114752	2673.506067	2546.068146	127.437920
11.145204	2635.635354	2507.852417	127.782937
11.175655	2597.534340	2469.409093	128.125248
11.206106	2559.231233	2430.766409	128.464825
11.236558	2520.753998	2391.952356	128.801642
11.267009	2482.130321	2352.994648	129.135672
11.297461	2443.387581	2313.920691	129.466891
11.327912	2404.552821	2274.757551	129.795270
11.358363	2365.652712	2235.531927	130.120785
11.388815	2326.713534	2196.270124	130.443410
11.419266	2287.761139	2156.998020	130.763119
11.449717	2248.820937	2117.741050	131.079887
11.480169	2209.917858	2078.524170	131.393689
11.510620	2171.076341	2039.371842	131.704499
11.541072	2132.320304	2000.308010	132.012294
11.571523	2093.673123	1961.356075	132.317048
11.601974	2055.157618	1922.538881	132.618738
11.632426	2016.796029	1883.878692	132.917338
11.662877	1978.610002	1845.397176	133.212825
11.693328	1940.620569	1807.115394	133.505176
11.723780	1902.848141	1769.053775	133.794366
11.754231	1865.312487	1731.232114	134.080373
11.784683	1828.032726	1693.669552	134.363174
11.815134	1791.027315	1656.384570	134.642745
11.845585	1754.314041	1619.394978	134.919064
11.876037	1717.910013	1582.717905	135.192108
11.906488	1681.831653	1546.369797	135.461856
11.936939	1646.094692	1510.366407	135.728285
11.967391	1610.714165	1474.722791	135.991375
11.997842	1575.704410	1439.453308	136.251102
12.028294	1541.079063	1404.571616	136.507447
12.058745	1506.851059	1370.090671	136.760388
12.089196	1473.032632	1336.022728	137.009904
12.119648	1439.635318	1302.379342	137.255976
12.150099	1406.669954	1269.171372	137.498582
12.180550	1374.146685	1236.408982	137.737703
12.211002	1342.074968	1204.101648	137.973320
12.241453	1310.463577	1172.258165	138.205413
12.271905	1279.320609	1140.886647	138.433962
12.302356	1248.653493	1109.994543	138.658949
12.332807	1218.468996	1079.588640	138.880356
12.363259	1188.773237	1049.675073	139.098164
12.393710	1159.571690	1020.259336	139.312354
12.424161	1130.869203	991.346292	139.522910
12.454613	1102.670001	962.940187	139.729814
12.485064	1074.977704	935.044655	139.933048
12.515516	1047.795337	907.662741	140.132596
12.545967	1021.125347	880.796905	140.328442
12.576418	994.969610	854.449043	140.520567
12.606870	969.329453	828.620494	140.708958
12.637321	944.205662	803.312064	140.893598
12.667772	919.598504	778.524033	141.074471
12.698224	895.507737	754.256174	141.251563
12.728675	871.932628	730.507770	141.424859
12.759127	848.871971	707.277628	141.594343
12.789578	826.324100	684.564097	141.760003
12.820029	804.286907	662.365084	141.921824
12.850481	782.757862	640.678070	142.079792
12.880932	761.734026	619.500131	142.233895
12.911383	741.212068	598.827950	142.384118
12.941835	721.188286	578.657835	142.530451
12.972286	701.658619	558.985740	142.672879
13.002738	682.618670	539.807277	142.811392
13.033189	664.063718	521.117740	142.945978
13.063640	645.988737	502.912112	143.076625
13.094092	628.388415	485.185093	143.203322
13.124543	611.257167	467.931108	143.326059
13.154994	594.589154	451.144329	143.444825
13.185446	578.378300	434.818690	143.559610
13.215897	562.618306	418.947902	143.670404
13.246349	547.302668	403.525469	143.777199
13.276800	532.424693	388.544708	143.879984
13.307251	517.977512	373.998760	143.978752
13.337703	503.954098	359.880604	144.073494
13.368154	490.347279	346.183078	144.164201
13.398606	477.149756	332.898888	144.250867
13.429057	464.354110	320.020626	144.333484
13.459508	451.952825	307.540780	144.412044
13.489960	439.938293	295.451752	144.486542
13.520411	428.302836	283.745865	144.556970
13.550862	417.038708	272.415384	144.623324
13.581314	406.138117	261.452521	144.685596
13.611765	395.593233	250.849450	144.743782
13.642217	385.396197	240.598319	144.797878
13.672668	375.539136	230.691259	144.847877
13.703119	366.014174	221.120397	144.893777
13.733571	356.813438	211.877865	144.935573
13.764022	347.929070	202.955809	144.973261
13.794473	339.353239	194.346400	145.006839
13.824925	331.078145	186.041841	145.036304
13.855376	323.096031	178.034379	145.061652
13.885828	315.399190	170.316308	145.082882
13.916279	307.979974	162.879981	145.099993
13.946730	300.830797	155.717815	145.112982
13.977182	293.944147	148.822299	145.121848
14.007633	287.312590	142.185999	145.126591
14.038084	280.928775	135.801564	145.127211
14.068536	274.785441	129.661734	145.123707
14.098987	268.875422	123.759343	145.116079
14.129439	263.191653	118.087324	145.104329
14.159890	257.727170	112.638714	145.088456
14.190341	252.475121	107.406657	145.068464
14.220793	247.428763	102.384410	145.044353
14.251244	242.581469	97.565344	145.016125
14.281695	237.926731	92.942948	144.983783
14.312147	233.458161	88.510832	144.947329
14.342598	229.169496	84.262729	144.906767
14.373050	225.054596	80.192496	144.862100
14.403501	221.107450	76.294118	144.813332
14.433952	217.322175	72.561708	144.760467
14.464404	213.693018	68.989509	144.703509
14.494855	210.214358	65.571894	144.642464
14.525306	206.880703	62.303367	144.577336
14.555758	203.686696	59.178564	144.508132
14.586209	200.627109	56.192253	144.434856
14.616661	197.696849	53.339333	144.357516
14.647112	194.890953	50.614836	144.276117
14.677563	192.204591	48.013924	144.190667
14.708015	189.633064	45.531890	144.101173
14.738466	187.171801	43.164159	144.007643
14.768917	184.816364	40.906281	143.910084
14.799369	182.562441	38.753937	143.808505
14.829820	180.405847	36.702933	143.702914
14.860272	178.342522	34.749202	143.593320
14.890723	176.368532	32.888799	143.479733
14.921174	174.480064	31.117901	143.362162
14.951626	172.673426	29.432809	143.240618
14.982077	170.945047	27.829938	143.115109
15.012528	169.291470	26.305822	142.985648
15.042980	167.709354	24.857110	142.852245
15.073431	166.195473	23.480563	142.714911
15.103883	164.746710	22.173053	142.573657
15.134334	163.360056	20.931560	142.428496
15.164785	162.032611	19.753170	142.279441
15.195237	160.761577	18.635075	142.126502
15.225688	159.544259	17.574565	141.969694
15.256139	158.378062	16.569033	141.809030
15.286591	157.260487	15.615965	141.644522
15.317042	156.189131	14.712946	141.476185
15.347494	155.161681	13.857648	141.304033
15.377945	154.175919	13.047838	141.128080
15.408396	153.229709	12.281367	140.948342
15.438848	152.321003	11.556171	140.764832
15.469299	151.447837	10.870270	140.577567
15.499750	150.608325	10.221764	140.386561
15.530202	149.800661	9.608828	140.191832
15.560653	149.023112	9.029717	139.993395
15.591105	148.274023	8.482756	139.791267
15.621556	147.551806	7.966342	139.585464
15.652007	146.854943	7.478939	139.376003
15.682459	146.181983	7.019080	139.162903
15.712910	145.531540	6.585360	138.946180
15.743361	144.902288	6.176436	138.725853
15.773813	144.292965	5.791025	138.501939
15.804264	143.702362	5.427903	138.274458
15.834716	143.129329	5.085900	138.043428
15.865167	142.572770	4.763901	137.808869
15.895618	142.031639	4.460841	137.570798
15.926070	141.504942	4.175705	137.329237
15.956521	140.991732	3.907528	137.084204
15.986972	140.491108	3.655387	136.835721
16.017424	140.002215	3.418408	136.583807
16.047875	139.524237	3.195755	136.328483
16.078327	139.056404	2.986635	136.069769
16.108778	138.597982	2.790294	135.807688
16.139229	138.148275	2.606015	135.542260
16.169681	137.706623	2.433116	135.273507
16.200132	137.272403	2.270952	135.001451
16.230583	136.845022	2.118909	134.726113
16.261035	136.423921	1.976404	134.447517
16.291486	136.008569	1.842885	134.165685
16.321938	135.598467	1.717828	133.880639
16.352389	135.193141	1.600739	133.592402
16.382840	134.792145	1.491147	133.300999
16.413292	134.395058	1.388607	133.006451
16.443743	134.001483	1.292699	132.708784
16.474194	133.611045	1.203025	132.408020
16.504646	133.223393	1.119208	132.104184
16.535097	132.838194	1.040894	131.797301
16.565549	132.455139	0.967745	131.487394
16.596000	132.073933	0.899445	131.174488
16.626451	131.694303	0.835694	130.858609
16.656903	131.315991	0.776210	130.539781
16.687354	130.938755	0.720726	130.218029
16.717806	130.562371	0.668991	129.893380
16.748257	130.186627	0.620768	129.565859
16.778708	129.811325	0.575835	129.235491
16.809160	129.436283	0.533980	128.902302
16.839611	129.061327	0.495008	128.566320
16.870062	128.686300	0.458730	128.227569
16.900514	128.311051	0.424974	127.886077
16.930965	127.935445	0.393574	127.541871
16.961417	127.559352	0.364376	127.194976
16.991868	127.182655	0.337234	126.845421
17.022319	126.805245	0.312013	126.493232
17.052771	126.427022	0.288585	126.138437
17.083222	126.047892	0.266829	125.781063
17.113673	125.667770	0.246633	125.421137
17.144125	125.286580	0.227892	125.058688
17.174576	124.904250	0.210507	124.693743
17.205028	124.520715	0.194385	124.326330
17.235479	124.135917	0.179439	123.956478
17.265930	123.749803	0.165589	123.584214
17.296382	123.362325	0.152758	123.209567
17.326833	122.973442	0.140876	122.832566
17.357284	122.583114	0.129876	122.453238
17.387736	122.191309	0.119696	122.071614
17.418187	121.797998	0.110278	121.687720
17.448639	121.403156	0.101568	121.301588
17.479090	121.006760	0.093516	120.913245
17.509541	120.608794	0.086074	120.522720
17.539993	120.209242	0.079199	120.130043
17.570444	119.808092	0.072849	119.735243
17.600895	119.405337	0.066987	119.338350
17.631347	119.000969	0.061576	118.939393
17.661798	118.594985	0.056584	118.538401
17.692250	118.187384	0.051980	118.135404
17.722701	117.778167	0.047735	117.730432
17.753152	117.367337	0.043823	117.323514
17.783604	116.954899	0.040218	116.914681
17.814055	116.540859	0.036897	116.503962
17.844506	116.125227	0.033840	116.091387
17.874958	115.708012	0.031026	115.676986
17.905409	115.289226	0.028437	115.260789
17.935861	114.868882	0.026056	114.842826
17.966312	114.446993	0.023866	114.423128
17.996763	114.023576	0.021853	114.001723
18.027215	113.598647	0.020003	113.578644
18.057666	113.172224	0.018304	113.153919
18.088117	112.744324	0.016744	112.727580
18.118569	112.314968	0.015312	112.299656
18.149020	111.884175	0.013998	111.870177
18.179472	111.451967	0.012792	111.439174
18.209923	111.018365	0.011687	111.006678
18.240374	110.583391	0.010673	110.572718
18.270826	110.147070	0.009745	110.137325
18.301277	109.709423	0.008894	109.700530
18.331728	109.270476	0.008115	109.262361
18.362180	108.830253	0.007401	108.822851
18.392631	108.388778	0.006749	108.382029
18.423083	107.946077	0.006151	107.939926
18.453534	107.502177	0.005605	107.496571
18.483985	107.057102	0.005106	107.051996
18.514437	106.610880	0.004650	106.606230
18.544888	106.163536	0.004233	106.159304
18.575339	105.715099	0.003852	105.711247
18.605791	105.265595	0.003504	105.262091
18.636242	104.815051	0.003187	104.811864
18.666694	104.363496	0.002897	104.360598
18.697145	103.910956	0.002633	103.908323
18.727596	103.457460	0.002392	103.455067
18.758048	103.003035	0.002173	103.000862
18.788499	102.547711	0.001973	102.545738
18.818950	102.091514	0.001791	102.089723
18.849402	101.634473	0.001625	101.632848
18.879853	101.176617	0.001474	101.175144
18.910305	100.717975	0.001337	100.716638
18.940756	100.258573	0.001212	100.257362
18.971207	99.798442	0.001098	99.797344
19.001659	99.337608	0.000995	99.336614
19.032110	98.876102	0.000901	98.875201
19.062561	98.413951	0.000815	98.413136
19.093013	97.951184	0.000738	97.950446
19.123464	97.487830	0.000668	97.487162
19.153916	97.023916	0.000604	97.023312
19.184367	96.559471	0.000546	96.558925
19.214818	96.094524	0.000494	96.094030
19.245270	95.629103	0.000446	95.628657
19.275721	95.163236	0.000403	95.162833
19.306172	94.696951	0.000364	94.696587
19.336624	94.230277	0.000328	94.229949
19.367075	93.763241	0.000296	93.762945
19.397527	93.295872	0.000267	93.295605
19.427978	92.828197	0.000241	92.827956
19.458429	92.360245	0.000217	92.360027
19.488881	91.892042	0.000196	91.891846
19.519332	91.423617	0.000176	91.423440
19.549783	90.954996	0.000159	90.954837
19.580235	90.486209	0.000143	90.486065
19.610686	90.017280	0.000129	90.017152
19.641138	89.548239	0.000116	89.548123
19.671589	89.079112	0.000104	89.079007
19.702040	88.609925	0.000094	88.609831
19.732492	88.140706	0.000084	88.140622
19.762943	87.671482	0.000076	87.671406
19.793394	87.202278	0.000068	87.202210
19.823846	86.733121	0.000061	86.733060
19.854297	86.264038	0.000055	86.263983
19.884749	85.795055	0.000049	85.795006
19.915200	85.326197	0.000044	85.326153
19.945651	84.857491	0.000040	84.857451
19.976103	84.388962	0.000035	84.388926
20.006554	83.920635	0.000032	83.920603
20.037006	83.452537	0.000028	83.452508
20.067457	82.984691	0.000026	82.984666
20.097908	82.517125	0.000023	82.517102
20.128360	82.049861	0.000020	82.049840
20.158811	81.582925	0.000018	81.582907
20.189262	81.116342	0.000016	81.116326
20.219714	80.650136	0.000015	80.650121
20.250165	80.184331	0.000013	80.184318
20.280617	79.718951	0.000012	79.718939
20.311068	79.254020	0.000010	79.254010
20.341519	78.789562	0.000009	78.789553
20.371971	78.325601	0.000008	78.325593
20.402422	77.862159	0.000007	77.862152
20.432873	77.399260	0.000007	77.399254
20.463325	76.936927	0.000006	76.936921
20.493776	76.475183	0.000005	76.475178
20.524228	76.014050	0.000005	76.014045
20.554679	75.553551	0.000004	75.553546
20.585130	75.093707	0.000004	75.093704
