# sample_label ITO_Ag_50s_T
# original_name ito_10nm_ag_50s_t.dat
# wavelength_unit nm
# wavelength_nm auxiliary_value transmittance transmittance_error
300 0 0.0116848 0.00511685
303 0 0.0244414 0.00524441
306 0 0.0461137 0.00546114
309 0 0.077957 0.00577957
312 0 0.119623 0.00619623
315 0 0.170912 0.00670912
318 0 0.228377 0.00728377
321 0 0.286808 0.00786808
324 0 0.345899 0.00845899
327 0 0.401018 0.00901018
330 0 0.458007 0.00958007
333 0 0.49372 0.0099372
336 0 0.534158 0.0103416
339 0 0.555344 0.0105534
342 0 0.58585 0.0108585
345 0 0.607257 0.0110726
348 0 0.634056 0.0113406
351 0 0.649986 0.0114999
354 0 0.666495 0.011665
357 0 0.677443 0.0117744
360 0 0.687936 0.0118794
363 0 0.70816 0.0120816
366 0 0.703835 0.0120384
369 0 0.709626 0.0120963
372 0 0.716634 0.0121663
375 0 0.721596 0.012216
378 0 0.723056 0.0122306
381 0 0.722333 0.0122233
384 0 0.726186 0.0122619
387 0 0.732101 0.012321
390 0 0.73554 0.0123554
393 0 0.738811 0.0123881
396 0 0.741524 0.0124152
399 0 0.739668 0.0123967
402 0 0.740595 0.0124059
405 0 0.741704 0.012417
408 0 0.740824 0.0124082
411 0 0.740242 0.0124024
414 0 0.740532 0.0124053
417 0 0.733492 0.0123349
420 0 0.735975 0.0123597
423 0 0.73458 0.0123458
426 0 0.73272 0.0123272
429 0 0.739659 0.0123966
432 0 0.729791 0.0122979
435 0 0.731869 0.0123187
438 0 0.715076 0.0121508
441 0 0.717706 0.0121771
444 0 0.717055 0.0121705
447 0 0.713528 0.0121353
450 0 0.709169 0.0120917
453 0 0.705044 0.0120504
456 0 0.702493 0.0120249
459 0 0.699656 0.0119966
462 0 0.696916 0.0119692
465 0 0.693745 0.0119375
468 0 0.693548 0.0119355
471 0 0.689327 0.0118933
474 0 0.684872 0.0118487
477 0 0.68219 0.0118219
480 0 0.679687 0.0117969
483 0 0.67683 0.0117683
486 0 0.68089 0.0118089
489 0 0.678893 0.0117889
492 0 0.675803 0.011758
495 0 0.672446 0.0117245
498 0 0.668391 0.0116839
501 0 0.66315 0.0116315
504 0 0.659737 0.0115974
507 0 0.656109 0.0115611
510 0 0.652122 0.0115212
513 0 0.651993 0.0115199
516 0 0.651147 0.0115115
519 0 0.649873 0.0114987
522 0 0.646004 0.01146
525 0 0.644061 0.0114406
528 0 0.641908 0.0114191
531 0 0.639582 0.0113958
534 0 0.633813 0.0113381
537 0 0.635186 0.0113519
540 0 0.633362 0.0113336
543 0 0.63064 0.0113064
546 0 0.640874 0.0114087
549 0 0.638518 0.0113852
552 0 0.636393 0.0113639
555 0 0.636066 0.0113607
558 0 0.633313 0.0113331
561 0 0.629909 0.0112991
564 0 0.6277 0.011277
567 0 0.623776 0.0112378
570 0 0.623047 0.0112305
573 0 0.62211 0.0112211
576 0 0.618042 0.0111804
579 0 0.617691 0.0111769
582 0 0.614503 0.011145
585 0 0.614102 0.011141
588 0 0.612107 0.0111211
591 0 0.609028 0.0110903
594 0 0.607636 0.0110764
597 0 0.604799 0.011048
600 0 0.604921 0.0110492
603 0 0.601104 0.011011
606 0 0.599762 0.0109976
609 0 0.595275 0.0109527
612 0 0.597751 0.0109775
615 0 0.595137 0.0109514
618 0 0.592866 0.0109287
621 0 0.59069 0.0109069
624 0 0.589035 0.0108904
627 0 0.588284 0.0108828
630 0 0.588517 0.0108852
633 0 0.588101 0.010881
636 0 0.585319 0.0108532
639 0 0.584393 0.0108439
642 0 0.580151 0.0108015
645 0 0.579916 0.0107992
648 0 0.580509 0.0108051
651 0 0.579781 0.0107978
654 0 0.576769 0.0107677
657 0 0.577717 0.0107772
660 0 0.578381 0.0107838
663 0 0.576668 0.0107667
666 0 0.574274 0.0107427
669 0 0.57375 0.0107375
672 0 0.572263 0.0107226
675 0 0.573112 0.0107311
678 0 0.577945 0.0107795
681 0 0.577666 0.0107767
684 0 0.578463 0.0107846
687 0 0.575129 0.0107513
690 0 0.574609 0.0107461
693 0 0.575238 0.0107524
696 0 0.571972 0.0107197
699 0 0.571143 0.0107114
702 0 0.570909 0.0107091
705 0 0.569526 0.0106953
708 0 0.562755 0.0106276
711 0 0.561978 0.0106198
714 0 0.563309 0.0106331
717 0 0.563027 0.0106303
720 0 0.563057 0.0106306
723 0 0.564435 0.0106444
726 0 0.562689 0.0106269
729 0 0.562279 0.0106228
732 0 0.560209 0.0106021
735 0 0.559192 0.0105919
738 0 0.559543 0.0105954
741 0 0.555169 0.0105517
744 0 0.55542 0.0105542
747 0 0.554788 0.0105479
750 0 0.555839 0.0105584
753 0 0.55489 0.0105489
756 0 0.553588 0.0105359
759 0 0.555016 0.0105502
762 0 0.556275 0.0105627
765 0 0.557417 0.0105742
768 0 0.549322 0.0104932
771 0 0.548196 0.010482
774 0 0.550221 0.0105022
777 0 0.549548 0.0104955
780 0 0.547994 0.0104799
783 0 0.54741 0.0104741
786 0 0.549814 0.0104981
789 0 0.547044 0.0104704
792 0 0.545021 0.0104502
795 0 0.54123 0.0104123
798 0 0.540667 0.0104067
